"Plot Title: 11_chill"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 9786041, SEN S/N: 9786041)","Intensity, Lux (LGR S/N: 9786041, SEN S/N: 9786041)","Coupler Attached (LGR S/N: 9786041)","Host Connected (LGR S/N: 9786041)","Coupler Detached (LGR S/N: 9786041)","End Of File (LGR S/N: 9786041)"
88,2019/12/21 04:00:00 AM,4.727,0.0,,,,
89,2019/12/21 05:00:00 AM,4.727,0.0,,,,
90,2019/12/21 06:00:00 AM,4.831,0.0,,,,
91,2019/12/21 07:00:00 AM,4.727,0.0,,,,
92,2019/12/21 08:00:00 AM,4.727,0.0,,,,
93,2019/12/21 09:00:00 AM,4.727,0.0,,,,
94,2019/12/21 10:00:00 AM,4.727,0.0,,,,
95,2019/12/21 11:00:00 AM,4.727,0.0,,,,
96,2019/12/21 12:00:00 PM,4.831,0.0,,,,
97,2019/12/21 01:00:00 PM,4.727,0.0,,,,
98,2019/12/21 02:00:00 PM,4.727,0.0,,,,
99,2019/12/21 03:00:00 PM,4.727,0.0,,,,
100,2019/12/21 04:00:00 PM,4.727,0.0,,,,
101,2019/12/21 05:00:00 PM,4.727,0.0,,,,
102,2019/12/21 06:00:00 PM,4.831,0.0,,,,
103,2019/12/21 07:00:00 PM,4.727,0.0,,,,
104,2019/12/21 08:00:00 PM,4.727,0.0,,,,
105,2019/12/21 09:00:00 PM,4.727,0.0,,,,
106,2019/12/21 10:00:00 PM,4.727,0.0,,,,
107,2019/12/21 11:00:00 PM,4.727,0.0,,,,
108,2019/12/22 12:00:00 AM,4.831,0.0,,,,
109,2019/12/22 01:00:00 AM,4.727,0.0,,,,
110,2019/12/22 02:00:00 AM,4.727,0.0,,,,
111,2019/12/22 03:00:00 AM,4.727,0.0,,,,
112,2019/12/22 04:00:00 AM,4.727,0.0,,,,
113,2019/12/22 05:00:00 AM,4.727,0.0,,,,
114,2019/12/22 06:00:00 AM,4.831,0.0,,,,
115,2019/12/22 07:00:00 AM,4.727,0.0,,,,
116,2019/12/22 08:00:00 AM,4.727,0.0,,,,
117,2019/12/22 09:00:00 AM,4.727,0.0,,,,
118,2019/12/22 10:00:00 AM,4.727,0.0,,,,
119,2019/12/22 11:00:00 AM,4.727,0.0,,,,
120,2019/12/22 12:00:00 PM,4.831,0.0,,,,
121,2019/12/22 01:00:00 PM,4.727,0.0,,,,
122,2019/12/22 02:00:00 PM,4.727,0.0,,,,
123,2019/12/22 03:00:00 PM,4.727,0.0,,,,
124,2019/12/22 04:00:00 PM,4.727,0.0,,,,
125,2019/12/22 05:00:00 PM,4.727,0.0,,,,
126,2019/12/22 06:00:00 PM,4.831,0.0,,,,
127,2019/12/22 07:00:00 PM,4.727,0.0,,,,
128,2019/12/22 08:00:00 PM,4.727,0.0,,,,
129,2019/12/22 09:00:00 PM,4.727,0.0,,,,
130,2019/12/22 10:00:00 PM,4.727,0.0,,,,
131,2019/12/22 11:00:00 PM,4.727,0.0,,,,
132,2019/12/23 12:00:00 AM,4.831,0.0,,,,
133,2019/12/23 01:00:00 AM,4.727,0.0,,,,
134,2019/12/23 02:00:00 AM,4.727,0.0,,,,
135,2019/12/23 03:00:00 AM,4.727,0.0,,,,
136,2019/12/23 04:00:00 AM,4.727,0.0,,,,
137,2019/12/23 05:00:00 AM,4.727,0.0,,,,
138,2019/12/23 06:00:00 AM,4.831,0.0,,,,
139,2019/12/23 07:00:00 AM,4.727,0.0,,,,
140,2019/12/23 08:00:00 AM,4.727,0.0,,,,
141,2019/12/23 09:00:00 AM,12.787,0.0,,,,
142,2019/12/23 10:00:00 AM,7.179,10.8,,,,
143,2019/12/23 11:00:00 AM,18.901,32.3,,,,
144,2019/12/23 12:00:00 PM,20.234,2669.5,,,,
145,2019/12/23 01:00:00 PM,21.951,2583.4,,,,
146,2019/12/23 02:00:00 PM,20.996,1248.6,,,,
147,2019/12/23 03:00:00 PM,21.091,1259.4,,,,
148,2019/12/23 04:00:00 PM,21.187,1280.9,,,,
149,2019/12/23 05:00:00 PM,21.187,1259.4,,,,
150,2019/12/23 06:00:00 PM,21.187,1270.1,,,,
151,2019/12/23 07:00:00 PM,20.424,0.0,,,,
152,2019/12/23 08:00:00 PM,20.424,0.0,,,,
153,2019/12/23 09:00:00 PM,16.999,0.0,,,,
154,2019/12/23 10:00:00 PM,12.207,0.0,,,,
155,2019/12/23 11:00:00 PM,10.748,0.0,,,,
156,2019/12/24 12:00:00 AM,10.553,0.0,,,,
157,2019/12/24 01:00:00 AM,10.553,0.0,,,,
158,2019/12/24 02:00:00 AM,10.553,0.0,,,,
159,2019/12/24 03:00:00 AM,10.455,0.0,,,,
160,2019/12/24 04:00:00 AM,10.455,0.0,,,,
161,2019/12/24 05:00:00 AM,10.455,0.0,,,,
162,2019/12/24 06:00:00 AM,10.455,0.0,,,,
163,2019/12/24 07:00:00 AM,10.455,0.0,,,,
164,2019/12/24 08:00:00 AM,10.455,0.0,,,,
165,2019/12/24 09:00:00 AM,13.846,0.0,,,,
166,2019/12/24 10:00:00 AM,18.521,0.0,,,,
167,2019/12/24 11:00:00 AM,20.805,1248.6,,,,
168,2019/12/24 12:00:00 PM,20.996,1227.1,,,,
169,2019/12/24 01:00:00 PM,20.996,1248.6,,,,
170,2019/12/24 02:00:00 PM,20.996,1237.9,,,,
171,2019/12/24 03:00:00 PM,20.996,1248.6,,,,
172,2019/12/24 04:00:00 PM,20.996,1237.9,,,,
173,2019/12/24 05:00:00 PM,20.901,1237.9,,,,
174,2019/12/24 06:00:00 PM,20.901,1237.9,,,,
175,2019/12/24 07:00:00 PM,20.424,0.0,,,,
176,2019/12/24 08:00:00 PM,20.329,0.0,,,,
177,2019/12/24 09:00:00 PM,16.999,0.0,,,,
178,2019/12/24 10:00:00 PM,12.110,0.0,,,,
179,2019/12/24 11:00:00 PM,10.748,0.0,,,,
180,2019/12/25 12:00:00 AM,10.553,0.0,,,,
181,2019/12/25 01:00:00 AM,10.455,0.0,,,,
182,2019/12/25 02:00:00 AM,10.455,0.0,,,,
183,2019/12/25 03:00:00 AM,10.455,0.0,,,,
184,2019/12/25 04:00:00 AM,10.455,0.0,,,,
185,2019/12/25 05:00:00 AM,10.455,0.0,,,,
186,2019/12/25 06:00:00 AM,10.455,0.0,,,,
187,2019/12/25 07:00:00 AM,10.455,0.0,,,,
188,2019/12/25 08:00:00 AM,10.455,0.0,,,,
189,2019/12/25 09:00:00 AM,13.846,0.0,,,,
190,2019/12/25 10:00:00 AM,18.521,0.0,,,,
191,2019/12/25 11:00:00 AM,20.805,1237.9,,,,
192,2019/12/25 12:00:00 PM,20.996,1227.1,,,,
193,2019/12/25 01:00:00 PM,20.901,1216.3,,,,
194,2019/12/25 02:00:00 PM,20.901,1291.7,,,,
195,2019/12/25 03:00:00 PM,20.901,1248.6,,,,
196,2019/12/25 04:00:00 PM,20.901,1291.7,,,,
197,2019/12/25 05:00:00 PM,20.901,1270.1,,,,
198,2019/12/25 06:00:00 PM,20.901,1280.9,,,,
199,2019/12/25 07:00:00 PM,20.329,0.0,,,,
200,2019/12/25 08:00:00 PM,20.329,0.0,,,,
201,2019/12/25 09:00:00 PM,16.903,0.0,,,,
202,2019/12/25 10:00:00 PM,12.013,0.0,,,,
203,2019/12/25 11:00:00 PM,10.748,0.0,,,,
204,2019/12/26 12:00:00 AM,10.553,0.0,,,,
205,2019/12/26 01:00:00 AM,10.455,0.0,,,,
206,2019/12/26 02:00:00 AM,10.455,0.0,,,,
207,2019/12/26 03:00:00 AM,10.455,0.0,,,,
208,2019/12/26 04:00:00 AM,10.455,0.0,,,,
209,2019/12/26 05:00:00 AM,10.455,0.0,,,,
210,2019/12/26 06:00:00 AM,10.455,0.0,,,,
211,2019/12/26 07:00:00 AM,10.455,0.0,,,,
212,2019/12/26 08:00:00 AM,10.455,0.0,,,,
213,2019/12/26 09:00:00 AM,13.846,0.0,,,,
214,2019/12/26 10:00:00 AM,18.521,0.0,,,,
215,2019/12/26 11:00:00 AM,20.805,1280.9,,,,
216,2019/12/26 12:00:00 PM,20.901,1270.1,,,,
217,2019/12/26 01:00:00 PM,20.996,1248.6,,,,
218,2019/12/26 02:00:00 PM,20.901,1248.6,,,,
219,2019/12/26 03:00:00 PM,20.901,1248.6,,,,
220,2019/12/26 04:00:00 PM,20.901,1237.9,,,,
221,2019/12/26 05:00:00 PM,20.901,1248.6,,,,
222,2019/12/26 06:00:00 PM,20.901,1259.4,,,,
223,2019/12/26 07:00:00 PM,20.329,0.0,,,,
224,2019/12/26 08:00:00 PM,20.329,0.0,,,,
225,2019/12/26 09:00:00 PM,16.903,0.0,,,,
226,2019/12/26 10:00:00 PM,12.110,0.0,,,,
227,2019/12/26 11:00:00 PM,10.651,0.0,,,,
228,2019/12/27 12:00:00 AM,10.455,0.0,,,,
229,2019/12/27 01:00:00 AM,10.455,0.0,,,,
230,2019/12/27 02:00:00 AM,10.357,0.0,,,,
231,2019/12/27 03:00:00 AM,10.455,0.0,,,,
232,2019/12/27 04:00:00 AM,10.455,0.0,,,,
233,2019/12/27 05:00:00 AM,10.357,0.0,,,,
234,2019/12/27 06:00:00 AM,10.357,0.0,,,,
235,2019/12/27 07:00:00 AM,10.357,0.0,,,,
236,2019/12/27 08:00:00 AM,10.357,0.0,,,,
237,2019/12/27 09:00:00 AM,13.846,0.0,,,,
238,2019/12/27 10:00:00 AM,18.521,0.0,,,,
239,2019/12/27 11:00:00 AM,20.805,1270.1,,,,
240,2019/12/27 12:00:00 PM,20.901,1237.9,,,,
241,2019/12/27 01:00:00 PM,20.901,1216.3,,,,
242,2019/12/27 02:00:00 PM,20.901,1280.9,,,,
243,2019/12/27 03:00:00 PM,21.569,1345.5,,,,
244,2019/12/27 04:00:00 PM,21.760,1356.3,,,,
245,2019/12/27 05:00:00 PM,21.855,1345.5,,,,
246,2019/12/27 06:00:00 PM,21.855,1377.8,,,,
247,2019/12/27 07:00:00 PM,20.138,0.0,,,,
248,2019/12/27 08:00:00 PM,20.138,0.0,,,,
249,2019/12/27 09:00:00 PM,17.284,0.0,,,,
250,2019/12/27 10:00:00 PM,12.690,0.0,,,,
251,2019/12/27 11:00:00 PM,10.748,0.0,,,,
252,2019/12/28 12:00:00 AM,10.455,0.0,,,,
253,2019/12/28 01:00:00 AM,10.357,0.0,,,,
254,2019/12/28 02:00:00 AM,10.357,0.0,,,,
255,2019/12/28 03:00:00 AM,10.357,0.0,,,,
256,2019/12/28 04:00:00 AM,10.357,0.0,,,,
257,2019/12/28 05:00:00 AM,10.357,0.0,,,,
258,2019/12/28 06:00:00 AM,10.357,0.0,,,,
259,2019/12/28 07:00:00 AM,10.357,0.0,,,,
260,2019/12/28 08:00:00 AM,10.357,0.0,,,,
261,2019/12/28 09:00:00 AM,13.269,0.0,,,,
262,2019/12/28 10:00:00 AM,17.855,0.0,,,,
263,2019/12/28 11:00:00 AM,21.569,1377.8,,,,
264,2019/12/28 12:00:00 PM,21.855,1377.8,,,,
265,2019/12/28 01:00:00 PM,21.855,1377.8,,,,
266,2019/12/28 02:00:00 PM,21.951,1377.8,,,,
267,2019/12/28 03:00:00 PM,21.951,1377.8,,,,
268,2019/12/28 04:00:00 PM,21.760,1550.0,,,,
269,2019/12/28 05:00:00 PM,21.760,1463.9,,,,
270,2019/12/28 06:00:00 PM,21.855,1550.0,,,,
271,2019/12/28 07:00:00 PM,20.138,0.0,,,,
272,2019/12/28 08:00:00 PM,20.138,0.0,,,,
273,2019/12/28 09:00:00 PM,17.284,0.0,,,,
274,2019/12/28 10:00:00 PM,12.690,0.0,,,,
275,2019/12/28 11:00:00 PM,10.748,0.0,,,,
276,2019/12/29 12:00:00 AM,10.455,0.0,,,,
277,2019/12/29 01:00:00 AM,10.357,0.0,,,,
278,2019/12/29 02:00:00 AM,10.357,0.0,,,,
279,2019/12/29 03:00:00 AM,10.357,0.0,,,,
280,2019/12/29 04:00:00 AM,10.357,0.0,,,,
281,2019/12/29 05:00:00 AM,10.357,0.0,,,,
282,2019/12/29 06:00:00 AM,10.357,0.0,,,,
283,2019/12/29 07:00:00 AM,10.357,0.0,,,,
284,2019/12/29 08:00:00 AM,10.357,0.0,,,,
285,2019/12/29 09:00:00 AM,13.269,0.0,,,,
286,2019/12/29 10:00:00 AM,17.760,0.0,,,,
287,2019/12/29 11:00:00 AM,21.473,1550.0,,,,
288,2019/12/29 12:00:00 PM,21.760,1550.0,,,,
289,2019/12/29 01:00:00 PM,21.855,1550.0,,,,
290,2019/12/29 02:00:00 PM,21.855,1550.0,,,,
291,2019/12/29 03:00:00 PM,21.855,1550.0,,,,
292,2019/12/29 03:38:55 PM,,,Logged,Logged,,
293,2019/12/29 03:39:37 PM,,,,,Logged,
294,2019/12/29 04:00:00 PM,22.429,7233.4,,,,
295,2019/12/29 05:00:00 PM,22.333,7233.4,,,,
296,2019/12/29 06:00:00 PM,22.333,7233.4,,,,
297,2019/12/29 07:00:00 PM,20.043,0.0,,,,
298,2019/12/29 08:00:00 PM,20.043,0.0,,,,
299,2019/12/29 09:00:00 PM,16.903,0.0,,,,
300,2019/12/29 10:00:00 PM,12.304,0.0,,,,
301,2019/12/29 11:00:00 PM,10.553,0.0,,,,
302,2019/12/30 12:00:00 AM,10.357,0.0,,,,
303,2019/12/30 01:00:00 AM,10.259,0.0,,,,
304,2019/12/30 02:00:00 AM,10.259,0.0,,,,
305,2019/12/30 03:00:00 AM,10.259,0.0,,,,
306,2019/12/30 04:00:00 AM,10.259,0.0,,,,
307,2019/12/30 05:00:00 AM,10.259,0.0,,,,
308,2019/12/30 06:00:00 AM,10.259,0.0,,,,
309,2019/12/30 07:00:00 AM,10.259,0.0,,,,
310,2019/12/30 08:00:00 AM,10.259,0.0,,,,
311,2019/12/30 09:00:00 AM,13.365,0.0,,,,
312,2019/12/30 10:00:00 AM,18.045,0.0,,,,
313,2019/12/30 11:00:00 AM,21.951,7233.4,,,,
314,2019/12/30 12:00:00 PM,22.238,7233.4,,,,
315,2019/12/30 01:00:00 PM,22.429,7233.4,,,,
316,2019/12/30 02:00:00 PM,23.196,9300.1,,,,
317,2019/12/30 03:00:00 PM,23.581,8611.2,,,,
318,2019/12/30 04:00:00 PM,23.677,8611.2,,,,
319,2019/12/30 05:00:00 PM,23.677,8611.2,,,,
320,2019/12/30 06:00:00 PM,23.581,8611.2,,,,
321,2019/12/30 07:00:00 PM,20.615,0.0,,,,
322,2019/12/30 08:00:00 PM,20.519,0.0,,,,
323,2019/12/30 09:00:00 PM,17.094,0.0,,,,
324,2019/12/30 10:00:00 PM,12.497,0.0,,,,
325,2019/12/30 11:00:00 PM,11.139,0.0,,,,
326,2019/12/31 12:00:00 AM,10.846,0.0,,,,
327,2019/12/31 01:00:00 AM,10.748,0.0,,,,
328,2019/12/31 02:00:00 AM,10.748,0.0,,,,
329,2019/12/31 03:00:00 AM,10.748,0.0,,,,
330,2019/12/31 04:00:00 AM,10.748,0.0,,,,
331,2019/12/31 05:00:00 AM,10.748,0.0,,,,
332,2019/12/31 06:00:00 AM,10.748,0.0,,,,
333,2019/12/31 07:00:00 AM,10.748,0.0,,,,
334,2019/12/31 08:00:00 AM,10.748,0.0,,,,
335,2019/12/31 09:00:00 AM,14.230,0.0,,,,
336,2019/12/31 10:00:00 AM,18.806,0.0,,,,
337,2019/12/31 11:00:00 AM,23.292,8611.2,,,,
338,2019/12/31 12:00:00 PM,23.581,8611.2,,,,
339,2019/12/31 01:00:00 PM,23.581,8266.7,,,,
340,2019/12/31 02:00:00 PM,23.677,8266.7,,,,
341,2019/12/31 03:00:00 PM,23.677,8266.7,,,,
342,2019/12/31 04:00:00 PM,23.677,4305.6,,,,
343,2019/12/31 05:00:00 PM,24.062,8266.7,,,,
344,2019/12/31 06:00:00 PM,23.869,8266.7,,,,
345,2019/12/31 07:00:00 PM,20.615,0.0,,,,
346,2019/12/31 08:00:00 PM,20.519,0.0,,,,
347,2019/12/31 09:00:00 PM,17.094,0.0,,,,
348,2019/12/31 10:00:00 PM,12.401,0.0,,,,
349,2019/12/31 11:00:00 PM,11.139,0.0,,,,
350,2020/01/01 12:00:00 AM,10.944,0.0,,,,
351,2020/01/01 01:00:00 AM,10.846,0.0,,,,
352,2020/01/01 02:00:00 AM,10.846,0.0,,,,
353,2020/01/01 03:00:00 AM,10.748,0.0,,,,
354,2020/01/01 04:00:00 AM,10.748,0.0,,,,
355,2020/01/01 05:00:00 AM,10.748,0.0,,,,
356,2020/01/01 06:00:00 AM,10.748,0.0,,,,
357,2020/01/01 07:00:00 AM,10.846,0.0,,,,
358,2020/01/01 08:00:00 AM,10.748,0.0,,,,
359,2020/01/01 09:00:00 AM,14.230,0.0,,,,
360,2020/01/01 10:00:00 AM,18.711,0.0,,,,
361,2020/01/01 11:00:00 AM,23.677,8611.2,,,,
362,2020/01/01 12:00:00 PM,23.869,8266.7,,,,
363,2020/01/01 01:00:00 PM,23.966,8611.2,,,,
364,2020/01/01 02:00:00 PM,23.966,8266.7,,,,
365,2020/01/01 03:00:00 PM,23.966,8266.7,,,,
366,2020/01/01 04:00:00 PM,23.966,8266.7,,,,
367,2020/01/01 05:00:00 PM,23.966,8266.7,,,,
368,2020/01/01 06:00:00 PM,23.869,8266.7,,,,
369,2020/01/01 07:00:00 PM,20.519,0.0,,,,
370,2020/01/01 08:00:00 PM,20.519,0.0,,,,
371,2020/01/01 09:00:00 PM,16.999,0.0,,,,
372,2020/01/01 10:00:00 PM,12.401,0.0,,,,
373,2020/01/01 11:00:00 PM,11.139,0.0,,,,
374,2020/01/02 12:00:00 AM,10.846,0.0,,,,
375,2020/01/02 01:00:00 AM,10.846,0.0,,,,
376,2020/01/02 02:00:00 AM,10.748,0.0,,,,
377,2020/01/02 03:00:00 AM,10.748,0.0,,,,
378,2020/01/02 04:00:00 AM,10.748,0.0,,,,
379,2020/01/02 05:00:00 AM,10.748,0.0,,,,
380,2020/01/02 06:00:00 AM,10.748,0.0,,,,
381,2020/01/02 07:00:00 AM,10.748,0.0,,,,
382,2020/01/02 08:00:00 AM,10.748,0.0,,,,
383,2020/01/02 09:00:00 AM,14.134,0.0,,,,
384,2020/01/02 10:00:00 AM,18.711,0.0,,,,
385,2020/01/02 11:00:00 AM,23.581,8266.7,,,,
386,2020/01/02 12:00:00 PM,23.581,7233.4,,,,
387,2020/01/02 01:00:00 PM,23.966,7233.4,,,,
388,2020/01/02 02:00:00 PM,24.062,7577.8,,,,
389,2020/01/02 03:00:00 PM,24.158,7233.4,,,,
390,2020/01/02 04:00:00 PM,24.062,7233.4,,,,
391,2020/01/02 05:00:00 PM,23.966,7233.4,,,,
392,2020/01/02 06:00:00 PM,24.158,7233.4,,,,
393,2020/01/02 07:00:00 PM,20.615,0.0,,,,
394,2020/01/02 08:00:00 PM,20.519,0.0,,,,
395,2020/01/02 09:00:00 PM,17.379,0.0,,,,
396,2020/01/02 10:00:00 PM,12.883,0.0,,,,
397,2020/01/02 11:00:00 PM,11.431,0.0,,,,
398,2020/01/03 12:00:00 AM,11.041,0.0,,,,
399,2020/01/03 01:00:00 AM,10.944,0.0,,,,
400,2020/01/03 02:00:00 AM,10.846,0.0,,,,
401,2020/01/03 03:00:00 AM,10.944,0.0,,,,
402,2020/01/03 04:00:00 AM,10.846,0.0,,,,
403,2020/01/03 05:00:00 AM,10.846,0.0,,,,
404,2020/01/03 06:00:00 AM,10.846,0.0,,,,
405,2020/01/03 07:00:00 AM,10.846,0.0,,,,
406,2020/01/03 08:00:00 AM,10.846,0.0,,,,
407,2020/01/03 09:00:00 AM,14.134,0.0,,,,
408,2020/01/03 10:00:00 AM,18.426,0.0,,,,
409,2020/01/03 11:00:00 AM,23.677,7233.4,,,,
410,2020/01/03 12:00:00 PM,24.062,7233.4,,,,
411,2020/01/03 01:00:00 PM,21.473,3616.7,,,,
412,2020/01/03 02:00:00 PM,22.142,3616.7,,,,
413,2020/01/03 03:00:00 PM,22.429,3616.7,,,,
414,2020/01/03 04:00:00 PM,22.333,3616.7,,,,
415,2020/01/03 05:00:00 PM,22.429,3616.7,,,,
416,2020/01/03 06:00:00 PM,22.429,3616.7,,,,
417,2020/01/03 07:00:00 PM,20.615,0.0,,,,
418,2020/01/03 08:00:00 PM,20.519,0.0,,,,
419,2020/01/03 09:00:00 PM,17.094,0.0,,,,
420,2020/01/03 10:00:00 PM,12.497,0.0,,,,
421,2020/01/03 11:00:00 PM,11.139,0.0,,,,
422,2020/01/04 12:00:00 AM,10.846,0.0,,,,
423,2020/01/04 01:00:00 AM,10.748,0.0,,,,
424,2020/01/04 02:00:00 AM,10.748,0.0,,,,
425,2020/01/04 03:00:00 AM,10.748,0.0,,,,
426,2020/01/04 04:00:00 AM,10.748,0.0,,,,
427,2020/01/04 05:00:00 AM,10.651,0.0,,,,
428,2020/01/04 06:00:00 AM,10.651,0.0,,,,
429,2020/01/04 07:00:00 AM,10.651,0.0,,,,
430,2020/01/04 08:00:00 AM,10.748,0.0,,,,
431,2020/01/04 09:00:00 AM,14.134,0.0,,,,
432,2020/01/04 10:00:00 AM,18.711,0.0,,,,
433,2020/01/04 11:00:00 AM,21.951,3616.7,,,,
434,2020/01/04 12:00:00 PM,22.142,3616.7,,,,
435,2020/01/04 01:00:00 PM,22.429,3616.7,,,,
436,2020/01/04 02:00:00 PM,22.333,3616.7,,,,
437,2020/01/04 03:00:00 PM,22.333,3616.7,,,,
438,2020/01/04 04:00:00 PM,22.333,3788.9,,,,
439,2020/01/04 05:00:00 PM,22.429,3961.1,,,,
440,2020/01/04 06:00:00 PM,22.333,3788.9,,,,
441,2020/01/04 07:00:00 PM,20.615,0.0,,,,
442,2020/01/04 08:00:00 PM,20.519,0.0,,,,
443,2020/01/04 09:00:00 PM,16.903,0.0,,,,
444,2020/01/04 10:00:00 PM,12.304,0.0,,,,
445,2020/01/04 11:00:00 PM,11.139,0.0,,,,
446,2020/01/05 12:00:00 AM,10.748,0.0,,,,
447,2020/01/05 01:00:00 AM,10.846,0.0,,,,
448,2020/01/05 02:00:00 AM,10.651,0.0,,,,
449,2020/01/05 03:00:00 AM,10.651,0.0,,,,
450,2020/01/05 04:00:00 AM,10.651,0.0,,,,
451,2020/01/05 05:00:00 AM,10.651,0.0,,,,
