"Plot Title: 11_chill"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 9786041, SEN S/N: 9786041)","Intensity, Lux (LGR S/N: 9786041, SEN S/N: 9786041)","Coupler Attached (LGR S/N: 9786041)","Host Connected (LGR S/N: 9786041)","End Of File (LGR S/N: 9786041)"
92,2019/12/21 08:00:00 AM,4.727,0.0,,,
93,2019/12/21 09:00:00 AM,4.727,0.0,,,
94,2019/12/21 10:00:00 AM,4.727,0.0,,,
95,2019/12/21 11:00:00 AM,4.727,0.0,,,
96,2019/12/21 12:00:00 PM,4.831,0.0,,,
97,2019/12/21 01:00:00 PM,4.727,0.0,,,
98,2019/12/21 02:00:00 PM,4.727,0.0,,,
99,2019/12/21 03:00:00 PM,4.727,0.0,,,
100,2019/12/21 04:00:00 PM,4.727,0.0,,,
101,2019/12/21 05:00:00 PM,4.727,0.0,,,
102,2019/12/21 06:00:00 PM,4.831,0.0,,,
103,2019/12/21 07:00:00 PM,4.727,0.0,,,
104,2019/12/21 08:00:00 PM,4.727,0.0,,,
105,2019/12/21 09:00:00 PM,4.727,0.0,,,
106,2019/12/21 10:00:00 PM,4.727,0.0,,,
107,2019/12/21 11:00:00 PM,4.727,0.0,,,
108,2019/12/22 12:00:00 AM,4.831,0.0,,,
109,2019/12/22 01:00:00 AM,4.727,0.0,,,
110,2019/12/22 02:00:00 AM,4.727,0.0,,,
111,2019/12/22 03:00:00 AM,4.727,0.0,,,
112,2019/12/22 04:00:00 AM,4.727,0.0,,,
113,2019/12/22 05:00:00 AM,4.727,0.0,,,
114,2019/12/22 06:00:00 AM,4.831,0.0,,,
115,2019/12/22 07:00:00 AM,4.727,0.0,,,
116,2019/12/22 08:00:00 AM,4.727,0.0,,,
117,2019/12/22 09:00:00 AM,4.727,0.0,,,
118,2019/12/22 10:00:00 AM,4.727,0.0,,,
119,2019/12/22 11:00:00 AM,4.727,0.0,,,
120,2019/12/22 12:00:00 PM,4.831,0.0,,,
121,2019/12/22 01:00:00 PM,4.727,0.0,,,
122,2019/12/22 02:00:00 PM,4.727,0.0,,,
123,2019/12/22 03:00:00 PM,4.727,0.0,,,
124,2019/12/22 04:00:00 PM,4.727,0.0,,,
125,2019/12/22 05:00:00 PM,4.727,0.0,,,
126,2019/12/22 06:00:00 PM,4.831,0.0,,,
127,2019/12/22 07:00:00 PM,4.727,0.0,,,
128,2019/12/22 08:00:00 PM,4.727,0.0,,,
129,2019/12/22 09:00:00 PM,4.727,0.0,,,
130,2019/12/22 10:00:00 PM,4.727,0.0,,,
131,2019/12/22 11:00:00 PM,4.727,0.0,,,
132,2019/12/23 12:00:00 AM,4.831,0.0,,,
133,2019/12/23 01:00:00 AM,4.727,0.0,,,
134,2019/12/23 02:00:00 AM,4.727,0.0,,,
135,2019/12/23 03:00:00 AM,4.727,0.0,,,
136,2019/12/23 04:00:00 AM,4.727,0.0,,,
137,2019/12/23 05:00:00 AM,4.727,0.0,,,
138,2019/12/23 06:00:00 AM,4.831,0.0,,,
139,2019/12/23 07:00:00 AM,4.727,0.0,,,
140,2019/12/23 08:00:00 AM,4.727,0.0,,,
141,2019/12/23 09:00:00 AM,12.787,0.0,,,
142,2019/12/23 10:00:00 AM,7.179,10.8,,,
143,2019/12/23 11:00:00 AM,18.901,32.3,,,
144,2019/12/23 12:00:00 PM,20.234,2669.5,,,
145,2019/12/23 01:00:00 PM,21.951,2583.4,,,
146,2019/12/23 02:00:00 PM,20.996,1248.6,,,
147,2019/12/23 03:00:00 PM,21.091,1259.4,,,
148,2019/12/23 04:00:00 PM,21.187,1280.9,,,
149,2019/12/23 05:00:00 PM,21.187,1259.4,,,
150,2019/12/23 06:00:00 PM,21.187,1270.1,,,
151,2019/12/23 07:00:00 PM,20.424,0.0,,,
152,2019/12/23 08:00:00 PM,20.424,0.0,,,
153,2019/12/23 09:00:00 PM,16.999,0.0,,,
154,2019/12/23 10:00:00 PM,12.207,0.0,,,
155,2019/12/23 11:00:00 PM,10.748,0.0,,,
156,2019/12/24 12:00:00 AM,10.553,0.0,,,
157,2019/12/24 01:00:00 AM,10.553,0.0,,,
158,2019/12/24 02:00:00 AM,10.553,0.0,,,
159,2019/12/24 03:00:00 AM,10.455,0.0,,,
160,2019/12/24 04:00:00 AM,10.455,0.0,,,
161,2019/12/24 05:00:00 AM,10.455,0.0,,,
162,2019/12/24 06:00:00 AM,10.455,0.0,,,
163,2019/12/24 07:00:00 AM,10.455,0.0,,,
164,2019/12/24 08:00:00 AM,10.455,0.0,,,
165,2019/12/24 09:00:00 AM,13.846,0.0,,,
166,2019/12/24 10:00:00 AM,18.521,0.0,,,
167,2019/12/24 11:00:00 AM,20.805,1248.6,,,
168,2019/12/24 12:00:00 PM,20.996,1227.1,,,
169,2019/12/24 01:00:00 PM,20.996,1248.6,,,
170,2019/12/24 02:00:00 PM,20.996,1237.9,,,
171,2019/12/24 03:00:00 PM,20.996,1248.6,,,
172,2019/12/24 04:00:00 PM,20.996,1237.9,,,
173,2019/12/24 05:00:00 PM,20.901,1237.9,,,
174,2019/12/24 06:00:00 PM,20.901,1237.9,,,
175,2019/12/24 07:00:00 PM,20.424,0.0,,,
176,2019/12/24 08:00:00 PM,20.329,0.0,,,
177,2019/12/24 09:00:00 PM,16.999,0.0,,,
178,2019/12/24 10:00:00 PM,12.110,0.0,,,
179,2019/12/24 11:00:00 PM,10.748,0.0,,,
180,2019/12/25 12:00:00 AM,10.553,0.0,,,
181,2019/12/25 01:00:00 AM,10.455,0.0,,,
182,2019/12/25 02:00:00 AM,10.455,0.0,,,
183,2019/12/25 03:00:00 AM,10.455,0.0,,,
184,2019/12/25 04:00:00 AM,10.455,0.0,,,
185,2019/12/25 05:00:00 AM,10.455,0.0,,,
186,2019/12/25 06:00:00 AM,10.455,0.0,,,
187,2019/12/25 07:00:00 AM,10.455,0.0,,,
188,2019/12/25 08:00:00 AM,10.455,0.0,,,
189,2019/12/25 09:00:00 AM,13.846,0.0,,,
190,2019/12/25 10:00:00 AM,18.521,0.0,,,
191,2019/12/25 11:00:00 AM,20.805,1237.9,,,
192,2019/12/25 12:00:00 PM,20.996,1227.1,,,
193,2019/12/25 01:00:00 PM,20.901,1216.3,,,
194,2019/12/25 02:00:00 PM,20.901,1291.7,,,
195,2019/12/25 03:00:00 PM,20.901,1248.6,,,
196,2019/12/25 04:00:00 PM,20.901,1291.7,,,
197,2019/12/25 05:00:00 PM,20.901,1270.1,,,
198,2019/12/25 06:00:00 PM,20.901,1280.9,,,
199,2019/12/25 07:00:00 PM,20.329,0.0,,,
200,2019/12/25 08:00:00 PM,20.329,0.0,,,
201,2019/12/25 09:00:00 PM,16.903,0.0,,,
202,2019/12/25 10:00:00 PM,12.013,0.0,,,
203,2019/12/25 11:00:00 PM,10.748,0.0,,,
204,2019/12/26 12:00:00 AM,10.553,0.0,,,
205,2019/12/26 01:00:00 AM,10.455,0.0,,,
206,2019/12/26 02:00:00 AM,10.455,0.0,,,
207,2019/12/26 03:00:00 AM,10.455,0.0,,,
208,2019/12/26 04:00:00 AM,10.455,0.0,,,
209,2019/12/26 05:00:00 AM,10.455,0.0,,,
210,2019/12/26 06:00:00 AM,10.455,0.0,,,
211,2019/12/26 07:00:00 AM,10.455,0.0,,,
212,2019/12/26 08:00:00 AM,10.455,0.0,,,
213,2019/12/26 09:00:00 AM,13.846,0.0,,,
214,2019/12/26 10:00:00 AM,18.521,0.0,,,
215,2019/12/26 11:00:00 AM,20.805,1280.9,,,
216,2019/12/26 12:00:00 PM,20.901,1270.1,,,
217,2019/12/26 01:00:00 PM,20.996,1248.6,,,
218,2019/12/26 02:00:00 PM,20.901,1248.6,,,
219,2019/12/26 03:00:00 PM,20.901,1248.6,,,
220,2019/12/26 04:00:00 PM,20.901,1237.9,,,
221,2019/12/26 05:00:00 PM,20.901,1248.6,,,
222,2019/12/26 06:00:00 PM,20.901,1259.4,,,
223,2019/12/26 07:00:00 PM,20.329,0.0,,,
224,2019/12/26 08:00:00 PM,20.329,0.0,,,
225,2019/12/26 09:00:00 PM,16.903,0.0,,,
226,2019/12/26 10:00:00 PM,12.110,0.0,,,
227,2019/12/26 11:00:00 PM,10.651,0.0,,,
228,2019/12/27 12:00:00 AM,10.455,0.0,,,
229,2019/12/27 01:00:00 AM,10.455,0.0,,,
230,2019/12/27 02:00:00 AM,10.357,0.0,,,
231,2019/12/27 03:00:00 AM,10.455,0.0,,,
232,2019/12/27 04:00:00 AM,10.455,0.0,,,
233,2019/12/27 05:00:00 AM,10.357,0.0,,,
234,2019/12/27 06:00:00 AM,10.357,0.0,,,
235,2019/12/27 07:00:00 AM,10.357,0.0,,,
236,2019/12/27 08:00:00 AM,10.357,0.0,,,
237,2019/12/27 09:00:00 AM,13.846,0.0,,,
238,2019/12/27 10:00:00 AM,18.521,0.0,,,
239,2019/12/27 11:00:00 AM,20.805,1270.1,,,
240,2019/12/27 12:00:00 PM,20.901,1237.9,,,
241,2019/12/27 01:00:00 PM,20.901,1216.3,,,
242,2019/12/27 02:00:00 PM,20.901,1280.9,,,
243,2019/12/27 03:00:00 PM,21.569,1345.5,,,
244,2019/12/27 04:00:00 PM,21.760,1356.3,,,
245,2019/12/27 05:00:00 PM,21.855,1345.5,,,
246,2019/12/27 06:00:00 PM,21.855,1377.8,,,
247,2019/12/27 07:00:00 PM,20.138,0.0,,,
248,2019/12/27 08:00:00 PM,20.138,0.0,,,
249,2019/12/27 09:00:00 PM,17.284,0.0,,,
250,2019/12/27 10:00:00 PM,12.690,0.0,,,
251,2019/12/27 11:00:00 PM,10.748,0.0,,,
252,2019/12/28 12:00:00 AM,10.455,0.0,,,
253,2019/12/28 01:00:00 AM,10.357,0.0,,,
254,2019/12/28 02:00:00 AM,10.357,0.0,,,
255,2019/12/28 03:00:00 AM,10.357,0.0,,,
256,2019/12/28 04:00:00 AM,10.357,0.0,,,
257,2019/12/28 05:00:00 AM,10.357,0.0,,,
258,2019/12/28 06:00:00 AM,10.357,0.0,,,
259,2019/12/28 07:00:00 AM,10.357,0.0,,,
260,2019/12/28 08:00:00 AM,10.357,0.0,,,
261,2019/12/28 09:00:00 AM,13.269,0.0,,,
262,2019/12/28 10:00:00 AM,17.855,0.0,,,
263,2019/12/28 11:00:00 AM,21.569,1377.8,,,
264,2019/12/28 12:00:00 PM,21.855,1377.8,,,
265,2019/12/28 01:00:00 PM,21.855,1377.8,,,
266,2019/12/28 02:00:00 PM,21.951,1377.8,,,
267,2019/12/28 03:00:00 PM,21.951,1377.8,,,
268,2019/12/28 04:00:00 PM,21.760,1550.0,,,
269,2019/12/28 05:00:00 PM,21.760,1463.9,,,
270,2019/12/28 06:00:00 PM,21.855,1550.0,,,
271,2019/12/28 07:00:00 PM,20.138,0.0,,,
272,2019/12/28 08:00:00 PM,20.138,0.0,,,
273,2019/12/28 09:00:00 PM,17.284,0.0,,,
274,2019/12/28 10:00:00 PM,12.690,0.0,,,
275,2019/12/28 11:00:00 PM,10.748,0.0,,,
276,2019/12/29 12:00:00 AM,10.455,0.0,,,
277,2019/12/29 01:00:00 AM,10.357,0.0,,,
278,2019/12/29 02:00:00 AM,10.357,0.0,,,
279,2019/12/29 03:00:00 AM,10.357,0.0,,,
280,2019/12/29 04:00:00 AM,10.357,0.0,,,
281,2019/12/29 05:00:00 AM,10.357,0.0,,,
282,2019/12/29 06:00:00 AM,10.357,0.0,,,
283,2019/12/29 07:00:00 AM,10.357,0.0,,,
284,2019/12/29 08:00:00 AM,10.357,0.0,,,
285,2019/12/29 09:00:00 AM,13.269,0.0,,,
286,2019/12/29 10:00:00 AM,17.760,0.0,,,
287,2019/12/29 11:00:00 AM,21.473,1550.0,,,
288,2019/12/29 12:00:00 PM,21.760,1550.0,,,
289,2019/12/29 01:00:00 PM,21.855,1550.0,,,
290,2019/12/29 02:00:00 PM,21.855,1550.0,,,
291,2019/12/29 03:00:00 PM,21.855,1550.0,,,
292,2019/12/29 03:38:55 PM,,,Logged,Logged,Logged
