"Plot Title: 14"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 9786027, SEN S/N: 9786027)","Coupler Attached (LGR S/N: 9786027)","Host Connected (LGR S/N: 9786027)","Stopped (LGR S/N: 9786027)","End Of File (LGR S/N: 9786027)"
170,2020/02/15 08:00:00 PM,21.282,,,,
171,2020/02/15 09:00:00 PM,18.996,,,,
172,2020/02/15 10:00:00 PM,14.325,,,,
173,2020/02/15 11:00:00 PM,10.748,,,,
174,2020/02/16 12:00:00 AM,10.357,,,,
175,2020/02/16 01:00:00 AM,10.259,,,,
176,2020/02/16 02:00:00 AM,10.357,,,,
177,2020/02/16 03:00:00 AM,10.259,,,,
178,2020/02/16 04:00:00 AM,10.357,,,,
179,2020/02/16 05:00:00 AM,10.259,,,,
180,2020/02/16 06:00:00 AM,10.259,,,,
181,2020/02/16 07:00:00 AM,10.259,,,,
182,2020/02/16 08:00:00 AM,10.259,,,,
183,2020/02/16 09:00:00 AM,12.497,,,,
184,2020/02/16 10:00:00 AM,17.189,,,,
185,2020/02/16 11:00:00 AM,20.996,,,,
186,2020/02/16 12:00:00 PM,21.282,,,,
187,2020/02/16 01:00:00 PM,21.378,,,,
188,2020/02/16 02:00:00 PM,21.282,,,,
189,2020/02/16 03:00:00 PM,21.378,,,,
190,2020/02/16 04:00:00 PM,21.378,,,,
191,2020/02/16 05:00:00 PM,21.378,,,,
192,2020/02/16 06:00:00 PM,21.378,,,,
193,2020/02/16 07:00:00 PM,21.378,,,,
194,2020/02/16 08:00:00 PM,21.282,,,,
195,2020/02/16 09:00:00 PM,18.901,,,,
196,2020/02/16 10:00:00 PM,14.230,,,,
197,2020/02/16 11:00:00 PM,10.748,,,,
198,2020/02/17 12:00:00 AM,10.357,,,,
199,2020/02/17 01:00:00 AM,10.259,,,,
200,2020/02/17 02:00:00 AM,10.259,,,,
201,2020/02/17 03:00:00 AM,10.259,,,,
202,2020/02/17 04:00:00 AM,10.259,,,,
203,2020/02/17 05:00:00 AM,10.259,,,,
204,2020/02/17 06:00:00 AM,10.259,,,,
205,2020/02/17 07:00:00 AM,10.259,,,,
206,2020/02/17 08:00:00 AM,10.161,,,,
207,2020/02/17 09:00:00 AM,12.497,,,,
208,2020/02/17 10:00:00 AM,17.189,,,,
209,2020/02/17 11:00:00 AM,20.901,,,,
210,2020/02/17 12:00:00 PM,21.187,,,,
211,2020/02/17 01:00:00 PM,21.282,,,,
212,2020/02/17 02:00:00 PM,21.282,,,,
213,2020/02/17 03:00:00 PM,21.282,,,,
214,2020/02/17 04:00:00 PM,21.282,,,,
215,2020/02/17 05:00:00 PM,21.282,,,,
216,2020/02/17 06:00:00 PM,21.282,,,,
217,2020/02/17 07:00:00 PM,21.187,,,,
218,2020/02/17 08:00:00 PM,21.282,,,,
219,2020/02/17 09:00:00 PM,18.901,,,,
220,2020/02/17 10:00:00 PM,14.230,,,,
221,2020/02/17 11:00:00 PM,10.748,,,,
222,2020/02/18 12:00:00 AM,10.357,,,,
223,2020/02/18 01:00:00 AM,10.357,,,,
224,2020/02/18 02:00:00 AM,10.259,,,,
225,2020/02/18 03:00:00 AM,10.259,,,,
226,2020/02/18 04:00:00 AM,10.259,,,,
227,2020/02/18 05:00:00 AM,10.259,,,,
228,2020/02/18 06:00:00 AM,10.259,,,,
229,2020/02/18 07:00:00 AM,10.161,,,,
230,2020/02/18 08:00:00 AM,10.259,,,,
231,2020/02/18 09:00:00 AM,12.497,,,,
232,2020/02/18 10:00:00 AM,17.189,,,,
233,2020/02/18 11:00:00 AM,21.664,,,,
234,2020/02/18 12:00:00 PM,21.664,,,,
235,2020/02/18 01:00:00 PM,21.664,,,,
236,2020/02/18 02:00:00 PM,21.664,,,,
237,2020/02/18 03:00:00 PM,21.473,,,,
238,2020/02/18 04:00:00 PM,21.473,,,,
239,2020/02/18 05:00:00 PM,21.473,,,,
240,2020/02/18 06:00:00 PM,21.378,,,,
241,2020/02/18 07:00:00 PM,21.282,,,,
242,2020/02/18 08:00:00 PM,21.282,,,,
243,2020/02/18 09:00:00 PM,18.616,,,,
244,2020/02/18 10:00:00 PM,13.750,,,,
245,2020/02/18 11:00:00 PM,10.455,,,,
246,2020/02/19 12:00:00 AM,10.357,,,,
247,2020/02/19 01:00:00 AM,10.259,,,,
248,2020/02/19 02:00:00 AM,10.259,,,,
249,2020/02/19 03:00:00 AM,10.357,,,,
250,2020/02/19 04:00:00 AM,10.259,,,,
251,2020/02/19 05:00:00 AM,10.357,,,,
252,2020/02/19 06:00:00 AM,10.259,,,,
253,2020/02/19 07:00:00 AM,10.357,,,,
254,2020/02/19 08:00:00 AM,10.357,,,,
255,2020/02/19 09:00:00 AM,12.883,,,,
256,2020/02/19 10:00:00 AM,17.760,,,,
257,2020/02/19 11:00:00 AM,21.378,,,,
258,2020/02/19 12:00:00 PM,21.473,,,,
259,2020/02/19 01:00:00 PM,21.378,,,,
260,2020/02/19 02:00:00 PM,21.378,,,,
261,2020/02/19 03:00:00 PM,21.378,,,,
262,2020/02/19 04:00:00 PM,21.473,,,,
263,2020/02/19 05:00:00 PM,21.378,,,,
264,2020/02/19 06:00:00 PM,21.378,,,,
265,2020/02/19 07:00:00 PM,21.282,,,,
266,2020/02/19 08:00:00 PM,21.282,,,,
267,2020/02/19 09:00:00 PM,18.711,,,,
268,2020/02/19 10:00:00 PM,13.750,,,,
269,2020/02/19 11:00:00 PM,10.455,,,,
270,2020/02/20 12:00:00 AM,10.357,,,,
271,2020/02/20 01:00:00 AM,10.357,,,,
272,2020/02/20 02:00:00 AM,10.357,,,,
273,2020/02/20 03:00:00 AM,10.357,,,,
274,2020/02/20 04:00:00 AM,10.357,,,,
275,2020/02/20 05:00:00 AM,10.259,,,,
276,2020/02/20 06:00:00 AM,10.259,,,,
277,2020/02/20 07:00:00 AM,10.259,,,,
278,2020/02/20 08:00:00 AM,10.357,,,,
279,2020/02/20 09:00:00 AM,12.883,,,,
280,2020/02/20 10:00:00 AM,17.760,,,,
281,2020/02/20 11:00:00 AM,21.855,,,,
282,2020/02/20 12:00:00 PM,21.664,,,,
283,2020/02/20 01:00:00 PM,21.664,,,,
284,2020/02/20 02:00:00 PM,21.760,,,,
285,2020/02/20 03:00:00 PM,21.664,,,,
286,2020/02/20 04:00:00 PM,21.664,,,,
287,2020/02/20 05:00:00 PM,21.664,,,,
288,2020/02/20 06:00:00 PM,21.760,,,,
289,2020/02/20 07:00:00 PM,21.569,,,,
290,2020/02/20 08:00:00 PM,21.664,,,,
291,2020/02/20 09:00:00 PM,18.806,,,,
292,2020/02/20 10:00:00 PM,13.750,,,,
293,2020/02/20 11:00:00 PM,10.259,,,,
294,2020/02/21 12:00:00 AM,10.161,,,,
295,2020/02/21 01:00:00 AM,10.259,,,,
296,2020/02/21 02:00:00 AM,10.259,,,,
297,2020/02/21 03:00:00 AM,10.259,,,,
298,2020/02/21 04:00:00 AM,10.259,,,,
299,2020/02/21 05:00:00 AM,10.259,,,,
300,2020/02/21 06:00:00 AM,10.161,,,,
301,2020/02/21 07:00:00 AM,10.259,,,,
302,2020/02/21 08:00:00 AM,10.259,,,,
303,2020/02/21 09:00:00 AM,12.980,,,,
304,2020/02/21 10:00:00 AM,17.950,,,,
305,2020/02/21 11:00:00 AM,21.760,,,,
306,2020/02/21 12:00:00 PM,21.855,,,,
307,2020/02/21 01:00:00 PM,21.664,,,,
308,2020/02/21 02:00:00 PM,21.760,,,,
309,2020/02/21 03:00:00 PM,21.760,,,,
310,2020/02/21 04:00:00 PM,21.760,,,,
311,2020/02/21 05:00:00 PM,21.760,,,,
312,2020/02/21 06:00:00 PM,21.760,,,,
313,2020/02/21 07:00:00 PM,21.569,,,,
314,2020/02/21 08:00:00 PM,21.569,,,,
315,2020/02/21 09:00:00 PM,16.427,,,,
316,2020/02/21 10:00:00 PM,11.819,,,,
317,2020/02/21 11:00:00 PM,10.846,,,,
318,2020/02/22 12:00:00 AM,10.553,,,,
319,2020/02/22 01:00:00 AM,10.455,,,,
320,2020/02/22 02:00:00 AM,10.455,,,,
321,2020/02/22 03:00:00 AM,10.455,,,,
322,2020/02/22 04:00:00 AM,10.455,,,,
323,2020/02/22 05:00:00 AM,10.455,,,,
324,2020/02/22 06:00:00 AM,10.357,,,,
325,2020/02/22 07:00:00 AM,10.455,,,,
326,2020/02/22 08:00:00 AM,10.455,,,,
327,2020/02/22 09:00:00 AM,15.569,,,,
328,2020/02/22 10:00:00 AM,20.234,,,,
329,2020/02/22 11:00:00 AM,21.569,,,,
330,2020/02/22 12:00:00 PM,21.664,,,,
331,2020/02/22 01:00:00 PM,21.664,,,,
332,2020/02/22 02:00:00 PM,21.760,,,,
333,2020/02/22 03:00:00 PM,21.760,,,,
334,2020/02/22 04:00:00 PM,21.855,,,,
335,2020/02/22 05:00:00 PM,21.760,,,,
336,2020/02/22 06:00:00 PM,21.760,,,,
337,2020/02/22 07:00:00 PM,21.664,,,,
338,2020/02/22 08:00:00 PM,21.569,,,,
339,2020/02/22 09:00:00 PM,16.427,,,,
340,2020/02/22 10:00:00 PM,11.819,,,,
341,2020/02/22 11:00:00 PM,10.846,,,,
342,2020/02/23 12:00:00 AM,10.553,,,,
343,2020/02/23 01:00:00 AM,10.553,,,,
344,2020/02/23 02:00:00 AM,10.455,,,,
345,2020/02/23 03:00:00 AM,10.455,,,,
346,2020/02/23 04:00:00 AM,10.455,,,,
347,2020/02/23 05:00:00 AM,10.455,,,,
348,2020/02/23 06:00:00 AM,10.455,,,,
349,2020/02/23 07:00:00 AM,10.357,,,,
350,2020/02/23 08:00:00 AM,10.455,,,,
351,2020/02/23 09:00:00 AM,15.569,,,,
352,2020/02/23 10:00:00 AM,20.234,,,,
353,2020/02/23 11:00:00 AM,21.569,,,,
354,2020/02/23 12:00:00 PM,21.664,,,,
355,2020/02/23 01:00:00 PM,21.760,,,,
356,2020/02/23 02:00:00 PM,21.760,,,,
357,2020/02/23 03:00:00 PM,21.760,,,,
358,2020/02/23 04:00:00 PM,21.855,,,,
359,2020/02/23 05:00:00 PM,21.855,,,,
360,2020/02/23 06:00:00 PM,21.855,,,,
361,2020/02/23 07:00:00 PM,21.664,,,,
362,2020/02/23 08:00:00 PM,21.569,,,,
363,2020/02/23 09:00:00 PM,16.427,,,,
364,2020/02/23 10:00:00 PM,11.819,,,,
365,2020/02/23 11:00:00 PM,10.846,,,,
366,2020/02/24 12:00:00 AM,10.651,,,,
367,2020/02/24 01:00:00 AM,10.455,,,,
368,2020/02/24 02:00:00 AM,10.455,,,,
369,2020/02/24 03:00:00 AM,10.455,,,,
370,2020/02/24 04:00:00 AM,10.455,,,,
371,2020/02/24 05:00:00 AM,10.455,,,,
372,2020/02/24 06:00:00 AM,10.455,,,,
373,2020/02/24 07:00:00 AM,10.455,,,,
374,2020/02/24 08:00:00 AM,10.455,,,,
375,2020/02/24 09:00:00 AM,15.569,,,,
376,2020/02/24 10:00:00 AM,20.615,,,,
377,2020/02/24 11:00:00 AM,21.855,,,,
378,2020/02/24 12:00:00 PM,21.760,,,,
379,2020/02/24 01:00:00 PM,21.855,,,,
380,2020/02/24 02:00:00 PM,21.760,,,,
381,2020/02/24 03:00:00 PM,21.760,,,,
382,2020/02/24 04:00:00 PM,21.760,,,,
383,2020/02/24 05:00:00 PM,21.760,,,,
384,2020/02/24 06:00:00 PM,21.855,,,,
385,2020/02/24 07:00:00 PM,21.569,,,,
386,2020/02/24 08:00:00 PM,21.569,,,,
387,2020/02/24 09:00:00 PM,16.141,,,,
388,2020/02/24 10:00:00 PM,11.431,,,,
389,2020/02/24 11:00:00 PM,10.553,,,,
390,2020/02/25 12:00:00 AM,10.357,,,,
391,2020/02/25 01:00:00 AM,10.357,,,,
392,2020/02/25 02:00:00 AM,10.455,,,,
393,2020/02/25 03:00:00 AM,10.357,,,,
394,2020/02/25 04:00:00 AM,10.357,,,,
395,2020/02/25 05:00:00 AM,10.357,,,,
396,2020/02/25 06:00:00 AM,10.357,,,,
397,2020/02/25 07:00:00 AM,10.455,,,,
398,2020/02/25 08:00:00 AM,10.455,,,,
399,2020/02/25 09:00:00 AM,15.951,,,,
400,2020/02/25 10:00:00 AM,20.710,,,,
401,2020/02/25 11:00:00 AM,21.760,,,,
402,2020/02/25 12:00:00 PM,21.760,,,,
403,2020/02/25 01:00:00 PM,21.855,,,,
404,2020/02/25 02:00:00 PM,21.855,,,,
405,2020/02/25 03:00:00 PM,21.760,,,,
406,2020/02/25 04:00:00 PM,21.760,,,,
407,2020/02/25 05:00:00 PM,21.855,,,,
408,2020/02/25 06:00:00 PM,21.760,,,,
409,2020/02/25 07:00:00 PM,21.664,,,,
410,2020/02/25 08:00:00 PM,21.664,,,,
411,2020/02/25 09:00:00 PM,16.141,,,,
412,2020/02/25 10:00:00 PM,11.334,,,,
413,2020/02/25 11:00:00 PM,10.553,,,,
414,2020/02/26 12:00:00 AM,10.455,,,,
415,2020/02/26 01:00:00 AM,10.455,,,,
416,2020/02/26 02:00:00 AM,10.455,,,,
417,2020/02/26 03:00:00 AM,10.357,,,,
418,2020/02/26 04:00:00 AM,10.357,,,,
419,2020/02/26 05:00:00 AM,10.357,,,,
420,2020/02/26 06:00:00 AM,10.357,,,,
421,2020/02/26 07:00:00 AM,10.455,,,,
422,2020/02/26 08:00:00 AM,10.455,,,,
423,2020/02/26 09:00:00 AM,15.569,,,,
424,2020/02/26 10:00:00 AM,20.138,,,,
425,2020/02/26 11:00:00 AM,21.473,,,,
426,2020/02/26 12:00:00 PM,21.473,,,,
427,2020/02/26 01:00:00 PM,21.569,,,,
428,2020/02/26 02:00:00 PM,21.664,,,,
429,2020/02/26 03:00:00 PM,21.569,,,,
430,2020/02/26 04:00:00 PM,21.664,,,,
431,2020/02/26 05:00:00 PM,21.664,,,,
432,2020/02/26 06:00:00 PM,21.664,,,,
433,2020/02/26 07:00:00 PM,21.473,,,,
434,2020/02/26 08:00:00 PM,21.378,,,,
435,2020/02/26 09:00:00 PM,16.332,,,,
436,2020/02/26 10:00:00 PM,11.722,,,,
437,2020/02/26 11:00:00 PM,10.651,,,,
438,2020/02/27 12:00:00 AM,10.455,,,,
439,2020/02/27 01:00:00 AM,10.357,,,,
440,2020/02/27 02:00:00 AM,10.259,,,,
441,2020/02/27 03:00:00 AM,10.259,,,,
442,2020/02/27 04:00:00 AM,10.357,,,,
443,2020/02/27 05:00:00 AM,10.259,,,,
444,2020/02/27 06:00:00 AM,10.259,,,,
445,2020/02/27 07:00:00 AM,10.259,,,,
446,2020/02/27 08:00:00 AM,10.259,,,,
447,2020/02/27 09:00:00 AM,15.378,,,,
448,2020/02/27 10:00:00 AM,20.805,,,,
449,2020/02/27 11:00:00 AM,21.760,,,,
450,2020/02/27 12:00:00 PM,21.664,,,,
451,2020/02/27 01:00:00 PM,21.569,,,,
452,2020/02/27 02:00:00 PM,21.664,,,,
453,2020/02/27 03:00:00 PM,21.473,,,,
454,2020/02/27 04:00:00 PM,21.569,,,,
455,2020/02/27 05:00:00 PM,21.569,,,,
456,2020/02/27 06:00:00 PM,21.473,,,,
457,2020/02/27 07:00:00 PM,21.473,,,,
458,2020/02/27 08:00:00 PM,21.282,,,,
459,2020/02/27 09:00:00 PM,15.473,,,,
460,2020/02/27 10:00:00 PM,10.553,,,,
461,2020/02/27 11:00:00 PM,10.357,,,,
462,2020/02/28 12:00:00 AM,10.357,,,,
463,2020/02/28 01:00:00 AM,10.259,,,,
464,2020/02/28 02:00:00 AM,10.357,,,,
465,2020/02/28 03:00:00 AM,10.357,,,,
466,2020/02/28 04:00:00 AM,10.357,,,,
467,2020/02/28 05:00:00 AM,10.259,,,,
468,2020/02/28 06:00:00 AM,10.357,,,,
469,2020/02/28 07:00:00 AM,10.357,,,,
470,2020/02/28 08:00:00 AM,10.455,,,,
471,2020/02/28 09:00:00 AM,16.332,,,,
472,2020/02/28 10:00:00 AM,21.282,,,,
473,2020/02/28 11:00:00 AM,21.664,,,,
474,2020/02/28 12:00:00 PM,21.569,,,,
475,2020/02/28 01:00:00 PM,21.473,,,,
476,2020/02/28 02:00:00 PM,21.664,,,,
477,2020/02/28 03:00:00 PM,21.569,,,,
478,2020/02/28 04:00:00 PM,21.569,,,,
479,2020/02/28 05:00:00 PM,21.569,,,,
480,2020/02/28 06:00:00 PM,21.569,,,,
481,2020/02/28 07:00:00 PM,21.569,,,,
482,2020/02/28 08:00:00 PM,21.282,,,,
483,2020/02/28 09:00:00 PM,15.378,,,,
484,2020/02/28 10:00:00 PM,10.553,,,,
485,2020/02/28 11:00:00 PM,10.357,,,,
486,2020/02/29 12:00:00 AM,10.357,,,,
487,2020/02/29 01:00:00 AM,10.357,,,,
488,2020/02/29 02:00:00 AM,10.357,,,,
489,2020/02/29 03:00:00 AM,10.455,,,,
490,2020/02/29 04:00:00 AM,10.357,,,,
491,2020/02/29 05:00:00 AM,10.357,,,,
492,2020/02/29 06:00:00 AM,10.357,,,,
493,2020/02/29 07:00:00 AM,10.455,,,,
494,2020/02/29 08:00:00 AM,10.455,,,,
495,2020/02/29 09:00:00 AM,16.332,,,,
496,2020/02/29 10:00:00 AM,21.378,,,,
497,2020/02/29 11:00:00 AM,21.760,,,,
498,2020/02/29 12:00:00 PM,21.569,,,,
499,2020/02/29 01:00:00 PM,21.569,,,,
500,2020/02/29 02:00:00 PM,21.569,,,,
501,2020/02/29 03:00:00 PM,21.569,,,,
502,2020/02/29 04:00:00 PM,21.664,,,,
503,2020/02/29 05:00:00 PM,21.569,,,,
504,2020/02/29 06:00:00 PM,21.569,,,,
505,2020/02/29 07:00:00 PM,21.378,,,,
506,2020/02/29 08:00:00 PM,21.378,,,,
507,2020/02/29 09:00:00 PM,15.473,,,,
508,2020/02/29 10:00:00 PM,10.553,,,,
509,2020/02/29 11:00:00 PM,10.357,,,,
510,2020/03/01 12:00:00 AM,10.357,,,,
511,2020/03/01 01:00:00 AM,10.357,,,,
512,2020/03/01 02:00:00 AM,10.357,,,,
513,2020/03/01 03:00:00 AM,10.357,,,,
514,2020/03/01 04:00:00 AM,10.455,,,,
515,2020/03/01 05:00:00 AM,10.357,,,,
516,2020/03/01 06:00:00 AM,10.357,,,,
517,2020/03/01 07:00:00 AM,10.357,,,,
518,2020/03/01 08:00:00 AM,10.357,,,,
519,2020/03/01 09:00:00 AM,16.332,,,,
520,2020/03/01 10:00:00 AM,21.378,,,,
521,2020/03/01 11:00:00 AM,21.664,,,,
522,2020/03/01 12:00:00 PM,21.569,,,,
523,2020/03/01 01:00:00 PM,21.473,,,,
524,2020/03/01 02:00:00 PM,21.378,,,,
525,2020/03/01 03:00:00 PM,21.378,,,,
526,2020/03/01 04:00:00 PM,21.378,,,,
527,2020/03/01 05:00:00 PM,21.282,,,,
528,2020/03/01 06:00:00 PM,21.378,,,,
