"Plot Title: 11"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 9786041, SEN S/N: 9786041)","Intensity, Lux (LGR S/N: 9786041, SEN S/N: 9786041)","Coupler Attached (LGR S/N: 9786041)","Coupler Detached (LGR S/N: 9786041)","Host Connected (LGR S/N: 9786041)","Stopped (LGR S/N: 9786041)","End Of File (LGR S/N: 9786041)"
61,2020/01/17 03:00:00 AM,10.357,0.0,,,,,
62,2020/01/17 04:00:00 AM,10.357,0.0,,,,,
63,2020/01/17 05:00:00 AM,10.259,0.0,,,,,
64,2020/01/17 06:00:00 AM,10.357,0.0,,,,,
65,2020/01/17 07:00:00 AM,10.455,0.0,,,,,
66,2020/01/17 08:00:00 AM,14.709,0.0,,,,,
67,2020/01/17 09:00:00 AM,20.519,5511.1,,,,,
68,2020/01/17 10:00:00 AM,21.664,5511.1,,,,,
69,2020/01/17 11:00:00 AM,21.855,5511.1,,,,,
70,2020/01/17 12:00:00 PM,21.951,5511.1,,,,,
71,2020/01/17 01:00:00 PM,21.951,5511.1,,,,,
72,2020/01/17 02:00:00 PM,21.951,5511.1,,,,,
73,2020/01/17 03:00:00 PM,21.951,5511.1,,,,,
74,2020/01/17 04:00:00 PM,21.951,5511.1,,,,,
75,2020/01/17 05:00:00 PM,20.996,0.0,,,,,
76,2020/01/17 06:00:00 PM,20.424,0.0,,,,,
77,2020/01/17 07:00:00 PM,20.234,0.0,,,,,
78,2020/01/17 08:00:00 PM,15.855,0.0,,,,,
79,2020/01/17 09:00:00 PM,11.334,0.0,,,,,
80,2020/01/17 10:00:00 PM,10.651,0.0,,,,,
81,2020/01/17 11:00:00 PM,10.455,0.0,,,,,
82,2020/01/18 12:00:00 AM,10.357,0.0,,,,,
83,2020/01/18 01:00:00 AM,10.357,0.0,,,,,
84,2020/01/18 02:00:00 AM,10.357,0.0,,,,,
85,2020/01/18 03:00:00 AM,10.357,0.0,,,,,
86,2020/01/18 04:00:00 AM,10.357,0.0,,,,,
87,2020/01/18 05:00:00 AM,10.357,0.0,,,,,
88,2020/01/18 06:00:00 AM,10.357,0.0,,,,,
89,2020/01/18 07:00:00 AM,10.455,0.0,,,,,
90,2020/01/18 08:00:00 AM,14.613,0.0,,,,,
91,2020/01/18 09:00:00 AM,20.805,5511.1,,,,,
92,2020/01/18 10:00:00 AM,22.429,6200.0,,,,,
93,2020/01/18 11:00:00 AM,26.390,8266.7,,,,,
94,2020/01/18 12:00:00 PM,26.390,8266.7,,,,,
95,2020/01/18 01:00:00 PM,23.677,2755.6,,,,,
96,2020/01/18 02:00:00 PM,23.581,2755.6,,,,,
97,2020/01/18 03:00:00 PM,23.581,2755.6,,,,,
98,2020/01/18 04:00:00 PM,23.677,2755.6,,,,,
99,2020/01/18 05:00:00 PM,21.760,0.0,,,,,
100,2020/01/18 06:00:00 PM,20.234,0.0,,,,,
101,2020/01/18 07:00:00 PM,20.138,0.0,,,,,
102,2020/01/18 08:00:00 PM,15.760,0.0,,,,,
103,2020/01/18 09:00:00 PM,11.041,0.0,,,,,
104,2020/01/18 10:00:00 PM,10.553,0.0,,,,,
105,2020/01/18 11:00:00 PM,10.357,0.0,,,,,
106,2020/01/19 12:00:00 AM,10.357,0.0,,,,,
107,2020/01/19 01:00:00 AM,10.357,0.0,,,,,
108,2020/01/19 02:00:00 AM,10.357,0.0,,,,,
109,2020/01/19 03:00:00 AM,10.357,0.0,,,,,
110,2020/01/19 04:00:00 AM,10.357,0.0,,,,,
111,2020/01/19 05:00:00 AM,10.259,0.0,,,,,
112,2020/01/19 06:00:00 AM,10.357,0.0,,,,,
113,2020/01/19 07:00:00 AM,10.455,0.0,,,,,
114,2020/01/19 08:00:00 AM,14.804,0.0,,,,,
115,2020/01/19 09:00:00 AM,21.664,2755.6,,,,,
116,2020/01/19 10:00:00 AM,23.388,2755.6,,,,,
117,2020/01/19 11:00:00 AM,23.484,2755.6,,,,,
118,2020/01/19 12:00:00 PM,23.484,2755.6,,,,,
119,2020/01/19 01:00:00 PM,23.484,2755.6,,,,,
120,2020/01/19 02:00:00 PM,23.581,2755.6,,,,,
121,2020/01/19 03:00:00 PM,23.581,2755.6,,,,,
122,2020/01/19 04:00:00 PM,23.484,2755.6,,,,,
123,2020/01/19 05:00:00 PM,21.569,0.0,,,,,
124,2020/01/19 06:00:00 PM,20.329,0.0,,,,,
125,2020/01/19 07:00:00 PM,20.138,0.0,,,,,
126,2020/01/19 08:00:00 PM,15.855,0.0,,,,,
127,2020/01/19 09:00:00 PM,11.139,0.0,,,,,
128,2020/01/19 10:00:00 PM,10.553,0.0,,,,,
129,2020/01/19 11:00:00 PM,10.455,0.0,,,,,
130,2020/01/20 12:00:00 AM,10.357,0.0,,,,,
131,2020/01/20 01:00:00 AM,10.259,0.0,,,,,
132,2020/01/20 02:00:00 AM,10.357,0.0,,,,,
133,2020/01/20 03:00:00 AM,10.357,0.0,,,,,
134,2020/01/20 04:00:00 AM,10.357,0.0,,,,,
135,2020/01/20 05:00:00 AM,10.357,0.0,,,,,
136,2020/01/20 06:00:00 AM,10.357,0.0,,,,,
137,2020/01/20 07:00:00 AM,10.455,0.0,,,,,
138,2020/01/20 08:00:00 AM,14.996,0.0,,,,,
139,2020/01/20 09:00:00 AM,21.664,2755.6,,,,,
140,2020/01/20 10:00:00 AM,24.545,2755.6,,,,,
141,2020/01/20 11:00:00 AM,23.388,2669.5,,,,,
142,2020/01/20 12:00:00 PM,23.388,2755.6,,,,,
143,2020/01/20 01:00:00 PM,24.158,3444.5,,,,,
144,2020/01/20 02:00:00 PM,24.158,3444.5,,,,,
145,2020/01/20 03:00:00 PM,26.390,7577.8,,,,,
146,2020/01/20 04:00:00 PM,25.125,5511.1,,,,,
147,2020/01/20 05:00:00 PM,22.333,0.0,,,,,
148,2020/01/20 06:00:00 PM,20.519,0.0,,,,,
149,2020/01/20 07:00:00 PM,20.329,0.0,,,,,
150,2020/01/20 08:00:00 PM,15.664,0.0,,,,,
151,2020/01/20 09:00:00 PM,11.041,0.0,,,,,
152,2020/01/20 10:00:00 PM,10.553,0.0,,,,,
153,2020/01/20 11:00:00 PM,10.455,0.0,,,,,
154,2020/01/21 12:00:00 AM,10.357,0.0,,,,,
155,2020/01/21 01:00:00 AM,10.357,0.0,,,,,
156,2020/01/21 02:00:00 AM,10.259,0.0,,,,,
157,2020/01/21 03:00:00 AM,10.357,0.0,,,,,
158,2020/01/21 04:00:00 AM,10.357,0.0,,,,,
159,2020/01/21 05:00:00 AM,10.357,0.0,,,,,
160,2020/01/21 06:00:00 AM,10.357,0.0,,,,,
161,2020/01/21 07:00:00 AM,10.357,0.0,,,,,
162,2020/01/21 08:00:00 AM,14.900,0.0,,,,,
163,2020/01/21 09:00:00 AM,21.664,3272.2,,,,,
164,2020/01/21 10:00:00 AM,23.581,3272.2,,,,,
165,2020/01/21 11:00:00 AM,23.677,3100.0,,,,,
166,2020/01/21 12:00:00 PM,23.773,3100.0,,,,,
167,2020/01/21 01:00:00 PM,23.677,3100.0,,,,,
168,2020/01/21 02:00:00 PM,23.773,3100.0,,,,,
169,2020/01/21 03:00:00 PM,23.677,3272.2,,,,,
170,2020/01/21 04:00:00 PM,23.677,3100.0,,,,,
171,2020/01/21 05:00:00 PM,21.664,0.0,,,,,
172,2020/01/21 06:00:00 PM,20.329,0.0,,,,,
173,2020/01/21 07:00:00 PM,20.329,0.0,,,,,
174,2020/01/21 08:00:00 PM,15.760,0.0,,,,,
175,2020/01/21 09:00:00 PM,10.944,0.0,,,,,
176,2020/01/21 10:00:00 PM,10.455,0.0,,,,,
177,2020/01/21 11:00:00 PM,10.357,0.0,,,,,
178,2020/01/22 12:00:00 AM,10.357,0.0,,,,,
179,2020/01/22 01:00:00 AM,10.357,0.0,,,,,
180,2020/01/22 02:00:00 AM,10.357,0.0,,,,,
181,2020/01/22 03:00:00 AM,10.357,0.0,,,,,
182,2020/01/22 04:00:00 AM,10.357,0.0,,,,,
183,2020/01/22 05:00:00 AM,10.357,0.0,,,,,
184,2020/01/22 06:00:00 AM,10.357,0.0,,,,,
185,2020/01/22 07:00:00 AM,10.357,0.0,,,,,
186,2020/01/22 08:00:00 AM,14.996,0.0,,,,,
187,2020/01/22 09:00:00 AM,21.951,3100.0,,,,,
188,2020/01/22 10:00:00 AM,23.388,3100.0,,,,,
189,2020/01/22 11:00:00 AM,23.581,3100.0,,,,,
190,2020/01/22 12:00:00 PM,23.581,3100.0,,,,,
191,2020/01/22 01:00:00 PM,23.677,3100.0,,,,,
192,2020/01/22 02:00:00 PM,23.677,3100.0,,,,,
193,2020/01/22 03:00:00 PM,23.677,3272.2,,,,,
194,2020/01/22 04:00:00 PM,23.677,3100.0,,,,,
195,2020/01/22 05:00:00 PM,21.664,0.0,,,,,
196,2020/01/22 06:00:00 PM,20.234,0.0,,,,,
197,2020/01/22 07:00:00 PM,20.234,0.0,,,,,
198,2020/01/22 08:00:00 PM,15.664,0.0,,,,,
199,2020/01/22 09:00:00 PM,10.944,0.0,,,,,
200,2020/01/22 10:00:00 PM,10.553,0.0,,,,,
201,2020/01/22 11:00:00 PM,10.455,0.0,,,,,
202,2020/01/23 12:00:00 AM,10.357,0.0,,,,,
203,2020/01/23 01:00:00 AM,10.259,0.0,,,,,
204,2020/01/23 02:00:00 AM,10.357,0.0,,,,,
205,2020/01/23 03:00:00 AM,10.259,0.0,,,,,
206,2020/01/23 04:00:00 AM,10.357,0.0,,,,,
207,2020/01/23 05:00:00 AM,10.357,0.0,,,,,
208,2020/01/23 06:00:00 AM,10.357,0.0,,,,,
209,2020/01/23 07:00:00 AM,10.455,0.0,,,,,
210,2020/01/23 08:00:00 AM,14.996,0.0,,,,,
211,2020/01/23 09:00:00 AM,21.664,3100.0,,,,,
212,2020/01/23 10:00:00 AM,25.222,6544.5,,,,,
213,2020/01/23 11:00:00 AM,26.195,7233.4,,,,,
214,2020/01/23 12:00:00 PM,26.390,7577.8,,,,,
215,2020/01/23 01:00:00 PM,25.125,4994.5,,,,,
216,2020/01/23 02:00:00 PM,25.610,7233.4,,,,,
217,2020/01/23 03:00:00 PM,24.931,3961.1,,,,,
218,2020/01/23 04:00:00 PM,24.931,3961.1,,,,,
219,2020/01/23 05:00:00 PM,22.333,0.0,,,,,
220,2020/01/23 06:00:00 PM,20.329,0.0,,,,,
221,2020/01/23 07:00:00 PM,20.234,0.0,,,,,
222,2020/01/23 08:00:00 PM,15.664,0.0,,,,,
223,2020/01/23 09:00:00 PM,10.944,0.0,,,,,
224,2020/01/23 10:00:00 PM,10.455,0.0,,,,,
225,2020/01/23 11:00:00 PM,10.455,0.0,,,,,
226,2020/01/24 12:00:00 AM,10.455,0.0,,,,,
227,2020/01/24 01:00:00 AM,10.455,0.0,,,,,
228,2020/01/24 02:00:00 AM,10.357,0.0,,,,,
229,2020/01/24 03:00:00 AM,10.455,0.0,,,,,
230,2020/01/24 04:00:00 AM,10.357,0.0,,,,,
231,2020/01/24 05:00:00 AM,10.357,0.0,,,,,
232,2020/01/24 06:00:00 AM,10.357,0.0,,,,,
233,2020/01/24 07:00:00 AM,10.455,0.0,,,,,
234,2020/01/24 08:00:00 AM,14.996,0.0,,,,,
235,2020/01/24 09:00:00 AM,22.333,3961.1,,,,,
236,2020/01/24 10:00:00 AM,24.545,3788.9,,,,,
237,2020/01/24 11:00:00 AM,24.835,3961.1,,,,,
238,2020/01/24 12:00:00 PM,24.835,3961.1,,,,,
239,2020/01/24 01:00:00 PM,24.835,3961.1,,,,,
240,2020/01/24 02:00:00 PM,24.835,3961.1,,,,,
241,2020/01/24 03:00:00 PM,24.835,3961.1,,,,,
242,2020/01/24 04:00:00 PM,24.835,3788.9,,,,,
243,2020/01/24 05:00:00 PM,22.333,0.0,,,,,
244,2020/01/24 06:00:00 PM,20.329,0.0,,,,,
245,2020/01/24 07:00:00 PM,20.234,0.0,,,,,
246,2020/01/24 08:00:00 PM,15.664,0.0,,,,,
247,2020/01/24 09:00:00 PM,10.944,0.0,,,,,
248,2020/01/24 10:00:00 PM,10.553,0.0,,,,,
249,2020/01/24 11:00:00 PM,10.455,0.0,,,,,
250,2020/01/25 12:00:00 AM,10.357,0.0,,,,,
251,2020/01/25 01:00:00 AM,10.357,0.0,,,,,
252,2020/01/25 02:00:00 AM,10.357,0.0,,,,,
253,2020/01/25 03:00:00 AM,10.357,0.0,,,,,
254,2020/01/25 04:00:00 AM,10.357,0.0,,,,,
255,2020/01/25 05:00:00 AM,10.357,0.0,,,,,
256,2020/01/25 06:00:00 AM,10.357,0.0,,,,,
257,2020/01/25 07:00:00 AM,10.455,0.0,,,,,
258,2020/01/25 08:00:00 AM,14.996,0.0,,,,,
259,2020/01/25 09:00:00 AM,22.333,3788.9,,,,,
260,2020/01/25 10:00:00 AM,24.448,3616.7,,,,,
261,2020/01/25 11:00:00 AM,24.641,3616.7,,,,,
262,2020/01/25 12:00:00 PM,24.641,3616.7,,,,,
263,2020/01/25 01:00:00 PM,24.641,3616.7,,,,,
264,2020/01/25 02:00:00 PM,24.641,3616.7,,,,,
265,2020/01/25 03:00:00 PM,24.641,3788.9,,,,,
266,2020/01/25 04:00:00 PM,24.641,3616.7,,,,,
267,2020/01/25 05:00:00 PM,22.238,0.0,,,,,
268,2020/01/25 06:00:00 PM,20.329,0.0,,,,,
269,2020/01/25 07:00:00 PM,20.234,0.0,,,,,
270,2020/01/25 08:00:00 PM,15.760,0.0,,,,,
271,2020/01/25 09:00:00 PM,10.944,0.0,,,,,
272,2020/01/25 10:00:00 PM,10.553,0.0,,,,,
273,2020/01/25 11:00:00 PM,10.455,0.0,,,,,
274,2020/01/26 12:00:00 AM,10.357,0.0,,,,,
275,2020/01/26 01:00:00 AM,10.357,0.0,,,,,
276,2020/01/26 02:00:00 AM,10.357,0.0,,,,,
277,2020/01/26 03:00:00 AM,10.357,0.0,,,,,
278,2020/01/26 04:00:00 AM,10.357,0.0,,,,,
279,2020/01/26 05:00:00 AM,10.357,0.0,,,,,
280,2020/01/26 06:00:00 AM,10.357,0.0,,,,,
281,2020/01/26 07:00:00 AM,10.553,0.0,,,,,
282,2020/01/26 08:00:00 AM,15.091,0.0,,,,,
283,2020/01/26 09:00:00 AM,22.333,3616.7,,,,,
284,2020/01/26 10:00:00 AM,24.448,3616.7,,,,,
285,2020/01/26 11:00:00 AM,24.545,3616.7,,,,,
286,2020/01/26 12:00:00 PM,25.902,7577.8,,,,,
287,2020/01/26 01:00:00 PM,25.805,6544.5,,,,,
288,2020/01/26 02:00:00 PM,25.028,4477.8,,,,,
289,2020/01/26 03:00:00 PM,24.062,3272.2,,,,,
290,2020/01/26 04:00:00 PM,24.062,3100.0,,,,,
291,2020/01/26 05:00:00 PM,21.855,0.0,,,,,
292,2020/01/26 06:00:00 PM,20.329,0.0,,,,,
293,2020/01/26 07:00:00 PM,20.234,0.0,,,,,
294,2020/01/26 08:00:00 PM,15.760,0.0,,,,,
295,2020/01/26 09:00:00 PM,10.944,0.0,,,,,
296,2020/01/26 10:00:00 PM,10.553,0.0,,,,,
297,2020/01/26 11:00:00 PM,10.357,0.0,,,,,
298,2020/01/27 12:00:00 AM,10.455,0.0,,,,,
299,2020/01/27 01:00:00 AM,10.357,0.0,,,,,
300,2020/01/27 02:00:00 AM,10.357,0.0,,,,,
301,2020/01/27 03:00:00 AM,10.357,0.0,,,,,
302,2020/01/27 04:00:00 AM,10.357,0.0,,,,,
303,2020/01/27 05:00:00 AM,10.357,0.0,,,,,
304,2020/01/27 06:00:00 AM,10.357,0.0,,,,,
305,2020/01/27 07:00:00 AM,10.455,0.0,,,,,
306,2020/01/27 08:00:00 AM,14.804,0.0,,,,,
307,2020/01/27 09:00:00 AM,21.951,3272.2,,,,,
308,2020/01/27 10:00:00 AM,23.773,3100.0,,,,,
309,2020/01/27 11:00:00 AM,23.869,3100.0,,,,,
310,2020/01/27 12:00:00 PM,23.869,3100.0,,,,,
311,2020/01/27 01:00:00 PM,24.062,3100.0,,,,,
312,2020/01/27 02:00:00 PM,23.966,3100.0,,,,,
313,2020/01/27 03:00:00 PM,24.062,3100.0,,,,,
314,2020/01/27 04:00:00 PM,23.966,3100.0,,,,,
315,2020/01/27 05:00:00 PM,21.855,0.0,,,,,
316,2020/01/27 06:00:00 PM,20.329,0.0,,,,,
317,2020/01/27 07:00:00 PM,20.234,0.0,,,,,
318,2020/01/27 08:00:00 PM,15.760,0.0,,,,,
319,2020/01/27 09:00:00 PM,10.944,0.0,,,,,
320,2020/01/27 10:00:00 PM,10.553,0.0,,,,,
321,2020/01/27 11:00:00 PM,10.455,0.0,,,,,
322,2020/01/28 12:00:00 AM,10.357,0.0,,,,,
323,2020/01/28 01:00:00 AM,10.357,0.0,,,,,
324,2020/01/28 02:00:00 AM,10.357,0.0,,,,,
325,2020/01/28 03:00:00 AM,10.357,0.0,,,,,
326,2020/01/28 04:00:00 AM,10.357,0.0,,,,,
327,2020/01/28 05:00:00 AM,10.357,0.0,,,,,
328,2020/01/28 06:00:00 AM,10.357,0.0,,,,,
329,2020/01/28 07:00:00 AM,10.553,0.0,,,,,
330,2020/01/28 08:00:00 AM,14.804,0.0,,,,,
331,2020/01/28 09:00:00 AM,21.855,3100.0,,,,,
332,2020/01/28 10:00:00 AM,23.773,3100.0,,,,,
333,2020/01/28 11:00:00 AM,23.869,3100.0,,,,,
334,2020/01/28 12:00:00 PM,23.869,3100.0,,,,,
335,2020/01/28 01:00:00 PM,23.869,3100.0,,,,,
336,2020/01/28 02:00:00 PM,23.966,3100.0,,,,,
337,2020/01/28 03:00:00 PM,23.966,3100.0,,,,,
338,2020/01/28 04:00:00 PM,23.966,3100.0,,,,,
339,2020/01/28 05:00:00 PM,21.855,0.0,,,,,
340,2020/01/28 06:00:00 PM,20.138,0.0,,,,,
341,2020/01/28 07:00:00 PM,20.138,0.0,,,,,
342,2020/01/28 08:00:00 PM,16.903,0.0,,,,,
343,2020/01/28 09:00:00 PM,12.304,0.0,,,,,
344,2020/01/28 10:00:00 PM,10.748,0.0,,,,,
345,2020/01/28 11:00:00 PM,10.357,0.0,,,,,
346,2020/01/29 12:00:00 AM,10.259,0.0,,,,,
347,2020/01/29 01:00:00 AM,10.259,0.0,,,,,
348,2020/01/29 02:00:00 AM,10.161,0.0,,,,,
349,2020/01/29 03:00:00 AM,10.161,0.0,,,,,
350,2020/01/29 04:00:00 AM,10.161,0.0,,,,,
351,2020/01/29 05:00:00 AM,10.161,0.0,,,,,
352,2020/01/29 06:00:00 AM,10.161,0.0,,,,,
353,2020/01/29 07:00:00 AM,10.161,0.0,,,,,
354,2020/01/29 08:00:00 AM,13.654,0.0,,,,,
355,2020/01/29 09:00:00 AM,17.950,0.0,,,,,
356,2020/01/29 10:00:00 AM,20.901,2066.7,,,,,
357,2020/01/29 11:00:00 AM,21.378,2066.7,,,,,
358,2020/01/29 12:00:00 PM,21.473,2066.7,,,,,
359,2020/01/29 01:00:00 PM,21.569,2066.7,,,,,
360,2020/01/29 02:00:00 PM,21.664,2066.7,,,,,
361,2020/01/29 03:00:00 PM,23.388,2583.4,,,,,
362,2020/01/29 04:00:00 PM,22.717,2411.1,,,,,
363,2020/01/29 05:00:00 PM,21.855,2755.6,,,,,
364,2020/01/29 06:00:00 PM,20.138,0.0,,,,,
365,2020/01/29 07:00:00 PM,20.138,0.0,,,,,
366,2020/01/29 08:00:00 PM,16.141,0.0,,,,,
367,2020/01/29 09:00:00 PM,11.236,0.0,,,,,
368,2020/01/29 10:00:00 PM,10.357,0.0,,,,,
369,2020/01/29 11:00:00 PM,10.161,0.0,,,,,
370,2020/01/30 12:00:00 AM,10.161,0.0,,,,,
371,2020/01/30 01:00:00 AM,10.161,0.0,,,,,
372,2020/01/30 02:00:00 AM,10.161,0.0,,,,,
373,2020/01/30 03:00:00 AM,10.161,0.0,,,,,
374,2020/01/30 04:00:00 AM,10.063,0.0,,,,,
375,2020/01/30 05:00:00 AM,10.161,0.0,,,,,
376,2020/01/30 06:00:00 AM,10.161,0.0,,,,,
377,2020/01/30 07:00:00 AM,10.063,0.0,,,,,
378,2020/01/30 08:00:00 AM,14.038,0.0,,,,,
379,2020/01/30 09:00:00 AM,18.996,0.0,,,,,
380,2020/01/30 10:00:00 AM,21.664,2669.5,,,,,
381,2020/01/30 11:00:00 AM,21.187,1980.6,,,,,
382,2020/01/30 12:00:00 PM,21.569,1980.6,,,,,
383,2020/01/30 01:00:00 PM,21.664,1980.6,,,,,
384,2020/01/30 02:00:00 PM,21.664,1980.6,,,,,
385,2020/01/30 03:00:00 PM,21.664,2066.7,,,,,
386,2020/01/30 04:00:00 PM,21.664,1980.6,,,,,
387,2020/01/30 05:00:00 PM,21.664,1980.6,,,,,
388,2020/01/30 06:00:00 PM,20.138,0.0,,,,,
389,2020/01/30 07:00:00 PM,20.043,0.0,,,,,
390,2020/01/30 08:00:00 PM,16.713,0.0,,,,,
391,2020/01/30 09:00:00 PM,12.110,0.0,,,,,
392,2020/01/30 10:00:00 PM,10.553,0.0,,,,,
393,2020/01/30 11:00:00 PM,10.259,0.0,,,,,
394,2020/01/31 12:00:00 AM,10.161,0.0,,,,,
395,2020/01/31 01:00:00 AM,10.161,0.0,,,,,
396,2020/01/31 02:00:00 AM,10.161,0.0,,,,,
397,2020/01/31 03:00:00 AM,10.063,0.0,,,,,
398,2020/01/31 04:00:00 AM,10.161,0.0,,,,,
399,2020/01/31 05:00:00 AM,10.063,0.0,,,,,
400,2020/01/31 06:00:00 AM,10.063,0.0,,,,,
401,2020/01/31 07:00:00 AM,10.063,0.0,,,,,
402,2020/01/31 08:00:00 AM,13.558,0.0,,,,,
403,2020/01/31 09:00:00 AM,18.140,0.0,,,,,
404,2020/01/31 10:00:00 AM,21.187,1980.6,,,,,
405,2020/01/31 11:00:00 AM,21.473,1980.6,,,,,
406,2020/01/31 12:00:00 PM,21.664,1980.6,,,,,
407,2020/01/31 01:00:00 PM,21.664,1980.6,,,,,
408,2020/01/31 02:00:00 PM,21.664,1980.6,,,,,
409,2020/01/31 03:00:00 PM,21.664,1980.6,,,,,
410,2020/01/31 04:00:00 PM,21.664,1980.6,,,,,
411,2020/01/31 05:00:00 PM,21.664,1980.6,,,,,
412,2020/01/31 06:00:00 PM,20.138,0.0,,,,,
413,2020/01/31 07:00:00 PM,20.043,0.0,,,,,
414,2020/01/31 08:00:00 PM,16.713,0.0,,,,,
415,2020/01/31 09:00:00 PM,12.013,0.0,,,,,
416,2020/01/31 10:00:00 PM,10.553,0.0,,,,,
417,2020/01/31 11:00:00 PM,10.259,0.0,,,,,
418,2020/02/01 12:00:00 AM,10.161,0.0,,,,,
419,2020/02/01 01:00:00 AM,10.161,0.0,,,,,
420,2020/02/01 02:00:00 AM,10.161,0.0,,,,,
421,2020/02/01 03:00:00 AM,10.161,0.0,,,,,
422,2020/02/01 04:00:00 AM,10.063,0.0,,,,,
423,2020/02/01 05:00:00 AM,10.161,0.0,,,,,
424,2020/02/01 06:00:00 AM,10.063,0.0,,,,,
425,2020/02/01 07:00:00 AM,10.161,0.0,,,,,
426,2020/02/01 08:00:00 AM,13.558,0.0,,,,,
427,2020/02/01 09:00:00 AM,18.236,0.0,,,,,
428,2020/02/01 10:00:00 AM,21.187,1894.5,,,,,
429,2020/02/01 11:00:00 AM,21.473,1980.6,,,,,
430,2020/02/01 12:00:00 PM,21.569,1980.6,,,,,
431,2020/02/01 01:00:00 PM,21.664,1980.6,,,,,
432,2020/02/01 02:00:00 PM,22.812,2066.7,,,,,
433,2020/02/01 03:00:00 PM,22.908,2066.7,,,,,
434,2020/02/01 04:00:00 PM,22.812,2238.9,,,,,
