"Plot Title: 16"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 9786046, SEN S/N: 9786046)","Coupler Attached (LGR S/N: 9786046)","Host Connected (LGR S/N: 9786046)","Stopped (LGR S/N: 9786046)","End Of File (LGR S/N: 9786046)"
72,2019/12/13 05:00:00 PM,4.311,,,,
73,2019/12/13 06:00:00 PM,4.415,,,,
74,2019/12/13 07:00:00 PM,4.415,,,,
75,2019/12/13 08:00:00 PM,4.415,,,,
76,2019/12/13 09:00:00 PM,4.311,,,,
77,2019/12/13 10:00:00 PM,4.311,,,,
78,2019/12/13 11:00:00 PM,4.311,,,,
79,2019/12/14 12:00:00 AM,4.311,,,,
80,2019/12/14 01:00:00 AM,4.311,,,,
81,2019/12/14 02:00:00 AM,4.311,,,,
82,2019/12/14 03:00:00 AM,4.311,,,,
83,2019/12/14 04:00:00 AM,4.311,,,,
84,2019/12/14 05:00:00 AM,4.311,,,,
85,2019/12/14 06:00:00 AM,4.311,,,,
86,2019/12/14 07:00:00 AM,4.311,,,,
87,2019/12/14 08:00:00 AM,4.311,,,,
88,2019/12/14 09:00:00 AM,4.311,,,,
89,2019/12/14 10:00:00 AM,4.311,,,,
90,2019/12/14 11:00:00 AM,4.311,,,,
91,2019/12/14 12:00:00 PM,4.311,,,,
92,2019/12/14 01:00:00 PM,4.311,,,,
93,2019/12/14 02:00:00 PM,4.311,,,,
94,2019/12/14 03:00:00 PM,4.311,,,,
95,2019/12/14 04:00:00 PM,4.311,,,,
96,2019/12/14 05:00:00 PM,4.311,,,,
97,2019/12/14 06:00:00 PM,4.311,,,,
98,2019/12/14 07:00:00 PM,4.311,,,,
99,2019/12/14 08:00:00 PM,4.311,,,,
100,2019/12/14 09:00:00 PM,4.311,,,,
101,2019/12/14 10:00:00 PM,4.311,,,,
102,2019/12/14 11:00:00 PM,4.311,,,,
103,2019/12/15 12:00:00 AM,4.311,,,,
104,2019/12/15 01:00:00 AM,4.311,,,,
105,2019/12/15 02:00:00 AM,4.311,,,,
106,2019/12/15 03:00:00 AM,4.311,,,,
107,2019/12/15 04:00:00 AM,4.311,,,,
108,2019/12/15 05:00:00 AM,4.311,,,,
109,2019/12/15 06:00:00 AM,4.311,,,,
110,2019/12/15 07:00:00 AM,4.311,,,,
111,2019/12/15 08:00:00 AM,4.311,,,,
112,2019/12/15 09:00:00 AM,4.311,,,,
113,2019/12/15 10:00:00 AM,4.311,,,,
114,2019/12/15 11:00:00 AM,4.311,,,,
115,2019/12/15 12:00:00 PM,4.311,,,,
116,2019/12/15 01:00:00 PM,4.311,,,,
117,2019/12/15 02:00:00 PM,4.311,,,,
118,2019/12/15 03:00:00 PM,4.311,,,,
119,2019/12/15 04:00:00 PM,4.311,,,,
120,2019/12/15 05:00:00 PM,4.311,,,,
121,2019/12/15 06:00:00 PM,4.311,,,,
122,2019/12/15 07:00:00 PM,4.311,,,,
123,2019/12/15 08:00:00 PM,4.311,,,,
124,2019/12/15 09:00:00 PM,4.311,,,,
125,2019/12/15 10:00:00 PM,4.311,,,,
126,2019/12/15 11:00:00 PM,4.311,,,,
127,2019/12/16 12:00:00 AM,4.311,,,,
128,2019/12/16 01:00:00 AM,4.311,,,,
129,2019/12/16 02:00:00 AM,4.311,,,,
130,2019/12/16 03:00:00 AM,4.311,,,,
131,2019/12/16 04:00:00 AM,4.311,,,,
132,2019/12/16 05:00:00 AM,4.311,,,,
133,2019/12/16 06:00:00 AM,4.311,,,,
134,2019/12/16 07:00:00 AM,4.311,,,,
135,2019/12/16 08:00:00 AM,4.311,,,,
136,2019/12/16 09:00:00 AM,4.311,,,,
137,2019/12/16 10:00:00 AM,4.311,,,,
138,2019/12/16 11:00:00 AM,4.311,,,,
139,2019/12/16 12:00:00 PM,4.311,,,,
140,2019/12/16 01:00:00 PM,4.311,,,,
141,2019/12/16 02:00:00 PM,4.311,,,,
142,2019/12/16 03:00:00 PM,4.311,,,,
143,2019/12/16 04:00:00 PM,4.311,,,,
144,2019/12/16 05:00:00 PM,4.311,,,,
145,2019/12/16 06:00:00 PM,4.311,,,,
146,2019/12/16 07:00:00 PM,4.311,,,,
147,2019/12/16 08:00:00 PM,4.311,,,,
148,2019/12/16 09:00:00 PM,4.311,,,,
149,2019/12/16 10:00:00 PM,4.311,,,,
150,2019/12/16 11:00:00 PM,4.311,,,,
151,2019/12/17 12:00:00 AM,4.311,,,,
152,2019/12/17 01:00:00 AM,4.311,,,,
153,2019/12/17 02:00:00 AM,4.311,,,,
154,2019/12/17 03:00:00 AM,4.311,,,,
155,2019/12/17 04:00:00 AM,4.311,,,,
156,2019/12/17 05:00:00 AM,4.311,,,,
157,2019/12/17 06:00:00 AM,4.311,,,,
158,2019/12/17 07:00:00 AM,4.311,,,,
159,2019/12/17 08:00:00 AM,4.311,,,,
160,2019/12/17 09:00:00 AM,4.311,,,,
161,2019/12/17 10:00:00 AM,4.311,,,,
162,2019/12/17 11:00:00 AM,4.311,,,,
163,2019/12/17 12:00:00 PM,4.311,,,,
164,2019/12/17 12:14:14 PM,,Logged,Logged,,
165,2019/12/17 12:14:28 PM,,,,Logged,Logged
