"Plot Title: 9"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 9786029, SEN S/N: 9786029)","Coupler Attached (LGR S/N: 9786029)","Host Connected (LGR S/N: 9786029)","Coupler Detached (LGR S/N: 9786029)","Bad Battery (LGR S/N: 9786029)","Stopped (LGR S/N: 9786029)","End Of File (LGR S/N: 9786029)"
49,2019/11/29 12:00:00 PM,4.102,,,,,,
50,2019/11/29 01:00:00 PM,4.102,,,,,,
51,2019/11/29 02:00:00 PM,4.102,,,,,,
52,2019/11/29 03:00:00 PM,4.102,,,,,,
53,2019/11/29 04:00:00 PM,4.102,,,,,,
54,2019/11/29 05:00:00 PM,4.102,,,,,,
55,2019/11/29 06:00:00 PM,4.102,,,,,,
56,2019/11/29 07:00:00 PM,4.102,,,,,,
57,2019/11/29 08:00:00 PM,4.102,,,,,,
58,2019/11/29 09:00:00 PM,4.102,,,,,,
59,2019/11/29 10:00:00 PM,4.102,,,,,,
60,2019/11/29 11:00:00 PM,4.102,,,,,,
61,2019/11/30 12:00:00 AM,4.102,,,,,,
62,2019/11/30 01:00:00 AM,4.102,,,,,,
63,2019/11/30 02:00:00 AM,4.102,,,,,,
64,2019/11/30 03:00:00 AM,4.102,,,,,,
65,2019/11/30 04:00:00 AM,4.102,,,,,,
66,2019/11/30 05:00:00 AM,4.102,,,,,,
67,2019/11/30 06:00:00 AM,4.102,,,,,,
68,2019/11/30 07:00:00 AM,4.102,,,,,,
69,2019/11/30 08:00:00 AM,4.102,,,,,,
70,2019/11/30 09:00:00 AM,4.102,,,,,,
71,2019/11/30 10:00:00 AM,4.102,,,,,,
72,2019/11/30 11:00:00 AM,4.102,,,,,,
73,2019/11/30 12:00:00 PM,4.102,,,,,,
74,2019/11/30 01:00:00 PM,4.102,,,,,,
75,2019/11/30 02:00:00 PM,4.102,,,,,,
76,2019/11/30 03:00:00 PM,4.102,,,,,,
77,2019/11/30 04:00:00 PM,4.102,,,,,,
78,2019/11/30 05:00:00 PM,4.102,,,,,,
79,2019/11/30 06:00:00 PM,4.102,,,,,,
80,2019/11/30 07:00:00 PM,4.102,,,,,,
81,2019/11/30 08:00:00 PM,4.102,,,,,,
82,2019/11/30 09:00:00 PM,4.102,,,,,,
83,2019/11/30 10:00:00 PM,4.102,,,,,,
84,2019/11/30 11:00:00 PM,4.102,,,,,,
85,2019/12/01 12:00:00 AM,4.102,,,,,,
86,2019/12/01 01:00:00 AM,4.102,,,,,,
87,2019/12/01 02:00:00 AM,4.102,,,,,,
88,2019/12/01 03:00:00 AM,4.102,,,,,,
89,2019/12/01 04:00:00 AM,4.102,,,,,,
90,2019/12/01 05:00:00 AM,4.102,,,,,,
91,2019/12/01 06:00:00 AM,4.102,,,,,,
92,2019/12/01 07:00:00 AM,4.102,,,,,,
93,2019/12/01 08:00:00 AM,4.207,,,,,,
94,2019/12/01 09:00:00 AM,4.102,,,,,,
95,2019/12/01 10:00:00 AM,4.102,,,,,,
96,2019/12/01 11:00:00 AM,4.207,,,,,,
97,2019/12/01 12:00:00 PM,4.102,,,,,,
98,2019/12/01 01:00:00 PM,4.102,,,,,,
99,2019/12/01 02:00:00 PM,4.102,,,,,,
100,2019/12/01 03:00:00 PM,4.102,,,,,,
101,2019/12/01 04:00:00 PM,4.102,,,,,,
102,2019/12/01 05:00:00 PM,4.102,,,,,,
103,2019/12/01 06:00:00 PM,4.102,,,,,,
104,2019/12/01 07:00:00 PM,4.102,,,,,,
105,2019/12/01 08:00:00 PM,4.102,,,,,,
106,2019/12/01 09:00:00 PM,4.102,,,,,,
107,2019/12/01 10:00:00 PM,4.102,,,,,,
108,2019/12/01 11:00:00 PM,4.102,,,,,,
109,2019/12/02 12:00:00 AM,4.102,,,,,,
110,2019/12/02 01:00:00 AM,4.102,,,,,,
111,2019/12/02 02:00:00 AM,4.102,,,,,,
112,2019/12/02 03:00:00 AM,4.102,,,,,,
113,2019/12/02 04:00:00 AM,4.102,,,,,,
114,2019/12/02 05:00:00 AM,4.102,,,,,,
115,2019/12/02 06:00:00 AM,4.102,,,,,,
116,2019/12/02 07:00:00 AM,4.102,,,,,,
117,2019/12/02 08:00:00 AM,4.102,,,,,,
118,2019/12/02 09:00:00 AM,4.102,,,,,,
119,2019/12/02 10:00:00 AM,4.102,,,,,,
120,2019/12/02 11:00:00 AM,4.102,,,,,,
121,2019/12/02 12:00:00 PM,4.102,,,,,,
122,2019/12/02 01:00:00 PM,4.102,,,,,,
123,2019/12/02 02:00:00 PM,4.102,,,,,,
124,2019/12/02 03:00:00 PM,4.102,,,,,,
125,2019/12/02 04:00:00 PM,4.102,,,,,,
126,2019/12/02 05:00:00 PM,4.102,,,,,,
127,2019/12/02 06:00:00 PM,4.102,,,,,,
128,2019/12/02 07:00:00 PM,4.102,,,,,,
129,2019/12/02 08:00:00 PM,4.102,,,,,,
130,2019/12/02 09:00:00 PM,4.102,,,,,,
131,2019/12/02 10:00:00 PM,4.102,,,,,,
132,2019/12/02 11:00:00 PM,4.102,,,,,,
133,2019/12/03 12:00:00 AM,4.102,,,,,,
134,2019/12/03 01:00:00 AM,4.102,,,,,,
135,2019/12/03 02:00:00 AM,4.102,,,,,,
136,2019/12/03 03:00:00 AM,4.102,,,,,,
137,2019/12/03 04:00:00 AM,4.102,,,,,,
138,2019/12/03 05:00:00 AM,4.102,,,,,,
139,2019/12/03 06:00:00 AM,4.102,,,,,,
140,2019/12/03 07:00:00 AM,4.102,,,,,,
141,2019/12/03 08:00:00 AM,4.102,,,,,,
142,2019/12/03 09:00:00 AM,4.102,,,,,,
143,2019/12/03 10:00:00 AM,4.102,,,,,,
144,2019/12/03 11:00:00 AM,4.102,,,,,,
145,2019/12/03 12:00:00 PM,4.102,,,,,,
146,2019/12/03 01:00:00 PM,4.102,,,,,,
147,2019/12/03 02:00:00 PM,4.102,,,,,,
148,2019/12/03 03:00:00 PM,4.102,,,,,,
149,2019/12/03 04:00:00 PM,4.102,,,,,,
150,2019/12/03 05:00:00 PM,4.102,,,,,,
151,2019/12/03 06:00:00 PM,4.102,,,,,,
152,2019/12/03 07:00:00 PM,4.102,,,,,,
153,2019/12/03 08:00:00 PM,4.102,,,,,,
154,2019/12/03 09:00:00 PM,4.102,,,,,,
155,2019/12/03 10:00:00 PM,4.102,,,,,,
156,2019/12/03 11:00:00 PM,4.102,,,,,,
157,2019/12/04 12:00:00 AM,4.102,,,,,,
158,2019/12/04 01:00:00 AM,4.102,,,,,,
159,2019/12/04 02:00:00 AM,4.102,,,,,,
160,2019/12/04 03:00:00 AM,4.102,,,,,,
161,2019/12/04 04:00:00 AM,4.102,,,,,,
162,2019/12/04 05:00:00 AM,4.102,,,,,,
163,2019/12/04 06:00:00 AM,4.102,,,,,,
164,2019/12/04 07:00:00 AM,4.102,,,,,,
165,2019/12/04 08:00:00 AM,4.102,,,,,,
166,2019/12/04 09:00:00 AM,4.102,,,,,,
167,2019/12/04 10:00:00 AM,4.102,,,,,,
168,2019/12/04 11:00:00 AM,4.102,,,,,,
169,2019/12/04 12:00:00 PM,4.102,,,,,,
170,2019/12/04 01:00:00 PM,4.102,,,,,,
171,2019/12/04 02:00:00 PM,4.102,,,,,,
172,2019/12/04 02:33:35 PM,,Logged,Logged,,,,
173,2019/12/04 02:34:01 PM,,,,Logged,,,
174,2019/12/04 03:00:00 PM,3.998,,,,,,
175,2019/12/04 04:00:00 PM,4.102,,,,,,
176,2019/12/04 05:00:00 PM,4.102,,,,,,
177,2019/12/04 06:00:00 PM,4.102,,,,,,
178,2019/12/04 07:00:00 PM,4.102,,,,,,
179,2019/12/04 08:00:00 PM,4.102,,,,,,
180,2019/12/04 09:00:00 PM,4.102,,,,,,
181,2019/12/04 10:00:00 PM,4.102,,,,,,
182,2019/12/04 11:00:00 PM,4.102,,,,,,
183,2019/12/05 12:00:00 AM,4.102,,,,,,
184,2019/12/05 01:00:00 AM,4.102,,,,,,
185,2019/12/05 02:00:00 AM,4.102,,,,,,
186,2019/12/05 03:00:00 AM,4.102,,,,,,
187,2019/12/05 04:00:00 AM,4.102,,,,,,
188,2019/12/05 05:00:00 AM,4.102,,,,,,
189,2019/12/05 06:00:00 AM,4.102,,,,,,
190,2019/12/05 07:00:00 AM,4.102,,,,,,
191,2019/12/05 08:00:00 AM,4.102,,,,,,
192,2019/12/05 09:00:00 AM,4.102,,,,,,
193,2019/12/05 10:00:00 AM,4.102,,,,,,
194,2019/12/05 11:00:00 AM,4.102,,,,,,
195,2019/12/05 12:00:00 PM,4.102,,,,,,
196,2019/12/05 01:00:00 PM,4.102,,,,,,
197,2019/12/05 02:00:00 PM,4.102,,,,,,
198,2019/12/05 03:00:00 PM,4.102,,,,,,
199,2019/12/05 04:00:00 PM,4.102,,,,,,
200,2019/12/05 05:00:00 PM,4.102,,,,,,
201,2019/12/05 06:00:00 PM,4.102,,,,,,
202,2019/12/05 07:00:00 PM,4.102,,,,,,
203,2019/12/05 08:00:00 PM,4.102,,,,,,
204,2019/12/05 09:00:00 PM,4.102,,,,,,
205,2019/12/05 10:00:00 PM,4.102,,,,,,
206,2019/12/05 11:00:00 PM,4.102,,,,,,
207,2019/12/06 12:00:00 AM,4.102,,,,,,
208,2019/12/06 01:00:00 AM,4.102,,,,,,
209,2019/12/06 02:00:00 AM,4.102,,,,,,
210,2019/12/06 03:00:00 AM,4.102,,,,,,
211,2019/12/06 04:00:00 AM,4.102,,,,,,
212,2019/12/06 05:00:00 AM,4.102,,,,,,
213,2019/12/06 06:00:00 AM,4.102,,,,,,
214,2019/12/06 07:00:00 AM,4.102,,,,,,
215,2019/12/06 08:00:00 AM,4.102,,,,,,
216,2019/12/06 09:00:00 AM,4.102,,,,,,
217,2019/12/06 10:00:00 AM,4.102,,,,,,
218,2019/12/06 11:00:00 AM,4.102,,,,,,
219,2019/12/06 12:00:00 PM,4.102,,,,,,
220,2019/12/06 01:00:00 PM,4.102,,,,,,
221,2019/12/06 02:00:00 PM,4.102,,,,,,
222,2019/12/06 03:00:00 PM,4.102,,,,,,
223,2019/12/06 04:00:00 PM,4.102,,,,,,
224,2019/12/06 05:00:00 PM,4.102,,,,,,
225,2019/12/06 06:00:00 PM,4.102,,,,,,
226,2019/12/06 07:00:00 PM,4.102,,,,,,
227,2019/12/06 08:00:00 PM,4.102,,,,,,
228,2019/12/06 09:00:00 PM,4.102,,,,,,
229,2019/12/06 10:00:00 PM,4.102,,,,,,
230,2019/12/06 11:00:00 PM,4.102,,,,,,
231,2019/12/07 12:00:00 AM,4.102,,,,,,
232,2019/12/07 01:00:00 AM,4.102,,,,,,
233,2019/12/07 02:00:00 AM,4.102,,,,,,
234,2019/12/07 03:00:00 AM,4.102,,,,,,
235,2019/12/07 04:00:00 AM,4.102,,,,,,
236,2019/12/07 05:00:00 AM,4.102,,,,,,
237,2019/12/07 06:00:00 AM,4.102,,,,,,
238,2019/12/07 07:00:00 AM,4.102,,,,,,
239,2019/12/07 08:00:00 AM,4.102,,,,,,
240,2019/12/07 09:00:00 AM,4.102,,,,,,
241,2019/12/07 10:00:00 AM,4.102,,,,,,
242,2019/12/07 11:00:00 AM,4.102,,,,,,
243,2019/12/07 12:00:00 PM,4.102,,,,,,
244,2019/12/07 01:00:00 PM,4.102,,,,,,
245,2019/12/07 02:00:00 PM,4.102,,,,,,
246,2019/12/07 03:00:00 PM,4.102,,,,,,
247,2019/12/07 04:00:00 PM,4.102,,,,,,
248,2019/12/07 05:00:00 PM,4.102,,,,,,
249,2019/12/07 06:00:00 PM,4.102,,,,,,
250,2019/12/07 07:00:00 PM,4.102,,,,,,
251,2019/12/07 08:00:00 PM,4.102,,,,,,
252,2019/12/07 09:00:00 PM,4.102,,,,,,
253,2019/12/07 10:00:00 PM,4.102,,,,,,
254,2019/12/07 11:00:00 PM,4.102,,,,,,
255,2019/12/08 12:00:00 AM,4.102,,,,,,
256,2019/12/08 01:00:00 AM,4.102,,,,,,
257,2019/12/08 02:00:00 AM,4.102,,,,,,
258,2019/12/08 03:00:00 AM,4.102,,,,,,
259,2019/12/08 04:00:00 AM,4.102,,,,,,
260,2019/12/08 05:00:00 AM,4.102,,,,,,
261,2019/12/08 06:00:00 AM,4.102,,,,,,
262,2019/12/08 07:00:00 AM,4.102,,,,,,
263,2019/12/08 08:00:00 AM,4.102,,,,,,
264,2019/12/08 09:00:00 AM,4.102,,,,,,
265,2019/12/08 10:00:00 AM,4.102,,,,,,
266,2019/12/08 11:00:00 AM,4.102,,,,,,
267,2019/12/08 12:00:00 PM,4.102,,,,,,
268,2019/12/08 01:00:00 PM,4.102,,,,,,
269,2019/12/08 02:00:00 PM,4.102,,,,,,
270,2019/12/08 03:00:00 PM,4.102,,,,,,
271,2019/12/08 04:00:00 PM,4.102,,,,,,
272,2019/12/08 05:00:00 PM,4.102,,,,,,
273,2019/12/08 06:00:00 PM,4.102,,,,,,
274,2019/12/08 07:00:00 PM,4.102,,,,,,
275,2019/12/08 08:00:00 PM,4.102,,,,,,
276,2019/12/08 09:00:00 PM,4.102,,,,,,
277,2019/12/08 10:00:00 PM,4.102,,,,,,
278,2019/12/08 11:00:00 PM,4.102,,,,,,
279,2019/12/09 12:00:00 AM,4.102,,,,,,
280,2019/12/09 01:00:00 AM,4.102,,,,,,
281,2019/12/09 02:00:00 AM,4.102,,,,,,
282,2019/12/09 03:00:00 AM,4.102,,,,,,
283,2019/12/09 04:00:00 AM,4.102,,,,,,
284,2019/12/09 05:00:00 AM,4.102,,,,,,
285,2019/12/09 06:00:00 AM,4.102,,,,,,
286,2019/12/09 07:00:00 AM,4.102,,,,,,
287,2019/12/09 08:00:00 AM,4.102,,,,,,
288,2019/12/09 09:00:00 AM,4.102,,,,,,
289,2019/12/09 10:00:00 AM,4.102,,,,,,
290,2019/12/09 11:00:00 AM,4.102,,,,,,
291,2019/12/09 12:00:00 PM,4.102,,,,,,
292,2019/12/09 01:00:00 PM,4.102,,,,,,
293,2019/12/09 02:00:00 PM,4.102,,,,,,
294,2019/12/09 03:00:00 PM,4.102,,,,,,
295,2019/12/09 04:00:00 PM,4.102,,,,,,
296,2019/12/09 05:00:00 PM,4.102,,,,,,
297,2019/12/09 05:10:03 PM,,Logged,Logged,,,,
298,2019/12/09 05:10:23 PM,,,,Logged,,,
299,2019/12/09 06:00:00 PM,4.311,,,,,,
300,2019/12/09 07:00:00 PM,4.207,,,,,,
301,2019/12/09 08:00:00 PM,4.207,,,,,,
302,2019/12/09 09:00:00 PM,4.207,,,,,,
303,2019/12/09 10:00:00 PM,4.207,,,,,,
304,2019/12/09 11:00:00 PM,4.207,,,,,,
305,2019/12/10 12:00:00 AM,4.311,,,,,,
306,2019/12/10 01:00:00 AM,4.207,,,,,,
307,2019/12/10 02:00:00 AM,4.207,,,,,,
308,2019/12/10 03:00:00 AM,4.207,,,,,,
309,2019/12/10 04:00:00 AM,4.207,,,,,,
310,2019/12/10 05:00:00 AM,4.207,,,,,,
311,2019/12/10 06:00:00 AM,4.207,,,,,,
312,2019/12/10 07:00:00 AM,4.207,,,,,,
313,2019/12/10 08:00:00 AM,4.207,,,,,,
314,2019/12/10 09:00:00 AM,4.207,,,,,,
315,2019/12/10 10:00:00 AM,4.207,,,,,,
316,2019/12/10 11:00:00 AM,4.207,,,,,,
317,2019/12/10 12:00:00 PM,4.207,,,,,,
318,2019/12/10 01:00:00 PM,4.207,,,,,,
319,2019/12/10 02:00:00 PM,4.207,,,,,,
320,2019/12/10 03:00:00 PM,4.207,,,,,,
321,2019/12/10 04:00:00 PM,4.207,,,,,,
322,2019/12/10 05:00:00 PM,4.207,,,,,,
323,2019/12/10 05:32:10 PM,,Logged,Logged,,,,
324,2019/12/10 05:32:38 PM,,,,Logged,,,
325,2019/12/10 05:33:08 PM,,Logged,,,,,
326,2019/12/10 05:33:09 PM,,,Logged,,,,
327,2019/12/10 05:33:28 PM,,,,Logged,,,
328,2019/12/10 06:00:00 PM,9.373,,,,,,
329,2019/12/10 07:00:00 PM,4.519,,,,,,
330,2019/12/10 08:00:00 PM,4.519,,,,,,
331,2019/12/10 09:00:00 PM,4.519,,,,,,
332,2019/12/10 10:00:00 PM,4.519,,,,,,
333,2019/12/10 11:00:00 PM,4.519,,,,,,
334,2019/12/11 12:00:00 AM,4.519,,,,,,
335,2019/12/11 01:00:00 AM,4.519,,,,,,
336,2019/12/11 02:00:00 AM,4.519,,,,,,
337,2019/12/11 03:00:00 AM,4.519,,,,,,
338,2019/12/11 04:00:00 AM,4.519,,,,,,
339,2019/12/11 05:00:00 AM,4.519,,,,,,
340,2019/12/11 06:00:00 AM,4.519,,,,,,
341,2019/12/11 07:00:00 AM,4.519,,,,,,
342,2019/12/11 08:00:00 AM,4.519,,,,,,
343,2019/12/11 09:00:00 AM,4.519,,,,,,
344,2019/12/11 10:00:00 AM,4.519,,,,,,
345,2019/12/11 11:00:00 AM,4.519,,,,,,
346,2019/12/11 12:00:00 PM,4.519,,,,,,
347,2019/12/11 01:00:00 PM,4.519,,,,,,
348,2019/12/11 02:00:00 PM,4.519,,,,,,
349,2019/12/11 03:00:00 PM,4.519,,,,,,
350,2019/12/11 04:00:00 PM,4.519,,,,,,
351,2019/12/11 05:00:00 PM,4.519,,,,,,
352,2019/12/11 06:00:00 PM,4.519,,,,,,
353,2019/12/11 07:00:00 PM,4.519,,,,,,
354,2019/12/11 08:00:00 PM,4.519,,,,,,
355,2019/12/11 09:00:00 PM,4.519,,,,,,
356,2019/12/11 10:00:00 PM,4.519,,,,,,
357,2019/12/11 11:00:00 PM,4.519,,,,,,
358,2019/12/12 12:00:00 AM,4.519,,,,,,
359,2019/12/12 01:00:00 AM,4.519,,,,,,
360,2019/12/12 02:00:00 AM,4.519,,,,,,
361,2019/12/12 03:00:00 AM,4.519,,,,,,
362,2019/12/12 04:00:00 AM,4.519,,,,,,
363,2019/12/12 05:00:00 AM,4.519,,,,,,
364,2019/12/12 06:00:00 AM,4.519,,,,,,
365,2019/12/12 07:00:00 AM,4.519,,,,,,
366,2019/12/12 08:00:00 AM,4.519,,,,,,
367,2019/12/12 09:00:00 AM,4.519,,,,,,
368,2019/12/12 10:00:00 AM,4.519,,,,,,
369,2019/12/12 11:00:00 AM,4.519,,,,,,
370,2019/12/12 12:00:00 PM,4.519,,,,,,
371,2019/12/12 01:00:00 PM,4.519,,,,,,
372,2019/12/12 02:00:00 PM,4.519,,,,,,
373,2019/12/12 03:00:00 PM,4.519,,,,,,
374,2019/12/12 04:00:00 PM,4.519,,,,,,
375,2019/12/12 05:00:00 PM,4.519,,,,,,
376,2019/12/12 06:00:00 PM,4.519,,,,,,
377,2019/12/12 07:00:00 PM,4.519,,,,,,
378,2019/12/12 08:00:00 PM,4.519,,,,,,
379,2019/12/12 09:00:00 PM,4.519,,,,,,
380,2019/12/12 10:00:00 PM,4.519,,,,,,
381,2019/12/12 11:00:00 PM,4.519,,,,,,
382,2019/12/13 12:00:00 AM,4.519,,,,,,
383,2019/12/13 01:00:00 AM,4.519,,,,,,
384,2019/12/13 02:00:00 AM,4.519,,,,,,
385,2019/12/13 03:00:00 AM,4.519,,,,,,
386,2019/12/13 04:00:00 AM,4.519,,,,,,
387,2019/12/13 05:00:00 AM,4.519,,,,,,
388,2019/12/13 06:00:00 AM,4.519,,,,,,
389,2019/12/13 07:00:00 AM,4.519,,,,,,
390,2019/12/13 08:00:00 AM,4.519,,,,,,
391,2019/12/13 09:00:00 AM,4.519,,,,,,
392,2019/12/13 10:00:00 AM,4.519,,,,,,
393,2019/12/13 11:00:00 AM,4.519,,,,,,
394,2019/12/13 12:00:00 PM,4.519,,,,,,
395,2019/12/13 01:00:00 PM,4.102,,,,Logged,,
396,2019/12/13 02:00:00 PM,4.207,,,,,,
397,2019/12/13 03:00:00 PM,4.102,,,,,,
398,2019/12/13 04:00:00 PM,4.207,,,,,,
399,2019/12/13 05:00:00 PM,4.102,,,,,,
400,2019/12/13 06:00:00 PM,4.311,,,,,,
401,2019/12/13 07:00:00 PM,4.311,,,,,,
402,2019/12/13 08:00:00 PM,4.207,,,,,,
403,2019/12/13 09:00:00 PM,4.207,,,,,,
404,2019/12/13 10:00:00 PM,4.207,,,,,,
405,2019/12/13 11:00:00 PM,4.207,,,,,,
406,2019/12/14 12:00:00 AM,4.207,,,,,,
407,2019/12/14 01:00:00 AM,4.207,,,,,,
408,2019/12/14 02:00:00 AM,4.207,,,,,,
409,2019/12/14 03:00:00 AM,4.207,,,,,,
410,2019/12/14 04:00:00 AM,4.207,,,,,,
411,2019/12/14 05:00:00 AM,4.207,,,,,,
412,2019/12/14 06:00:00 AM,4.207,,,,,,
413,2019/12/14 07:00:00 AM,4.207,,,,,,
414,2019/12/14 08:00:00 AM,4.207,,,,,,
415,2019/12/14 09:00:00 AM,4.207,,,,,,
416,2019/12/14 10:00:00 AM,4.207,,,,,,
417,2019/12/14 11:00:00 AM,4.207,,,,,,
418,2019/12/14 12:00:00 PM,4.207,,,,,,
419,2019/12/14 01:00:00 PM,4.207,,,,,,
420,2019/12/14 02:00:00 PM,4.207,,,,,,
421,2019/12/14 03:00:00 PM,4.207,,,,,,
422,2019/12/14 04:00:00 PM,4.207,,,,,,
423,2019/12/14 05:00:00 PM,4.207,,,,,,
424,2019/12/14 06:00:00 PM,4.207,,,,,,
425,2019/12/14 07:00:00 PM,4.207,,,,,,
426,2019/12/14 08:00:00 PM,4.207,,,,,,
427,2019/12/14 09:00:00 PM,4.207,,,,,,
428,2019/12/14 10:00:00 PM,4.207,,,,,,
429,2019/12/14 11:00:00 PM,4.207,,,,,,
430,2019/12/15 12:00:00 AM,4.207,,,,,,
431,2019/12/15 01:00:00 AM,4.207,,,,,,
432,2019/12/15 02:00:00 AM,4.207,,,,,,
433,2019/12/15 03:00:00 AM,4.207,,,,,,
434,2019/12/15 04:00:00 AM,4.207,,,,,,
435,2019/12/15 05:00:00 AM,4.207,,,,,,
436,2019/12/15 06:00:00 AM,4.207,,,,,,
437,2019/12/15 07:00:00 AM,4.207,,,,,,
438,2019/12/15 08:00:00 AM,4.207,,,,,,
439,2019/12/15 09:00:00 AM,4.207,,,,,,
440,2019/12/15 10:00:00 AM,4.207,,,,,,
441,2019/12/15 11:00:00 AM,4.207,,,,,,
442,2019/12/15 12:00:00 PM,4.207,,,,,,
443,2019/12/15 01:00:00 PM,4.207,,,,,,
444,2019/12/15 02:00:00 PM,4.207,,,,,,
445,2019/12/15 03:00:00 PM,4.207,,,,,,
446,2019/12/15 04:00:00 PM,4.207,,,,,,
447,2019/12/15 05:00:00 PM,4.207,,,,,,
448,2019/12/15 06:00:00 PM,4.207,,,,,,
449,2019/12/15 07:00:00 PM,4.207,,,,,,
450,2019/12/15 08:00:00 PM,4.207,,,,,,
451,2019/12/15 09:00:00 PM,4.207,,,,,,
452,2019/12/15 10:00:00 PM,4.207,,,,,,
453,2019/12/15 11:00:00 PM,4.207,,,,,,
454,2019/12/16 12:00:00 AM,4.207,,,,,,
455,2019/12/16 01:00:00 AM,4.207,,,,,,
456,2019/12/16 02:00:00 AM,4.207,,,,,,
457,2019/12/16 03:00:00 AM,4.207,,,,,,
458,2019/12/16 04:00:00 AM,4.207,,,,,,
459,2019/12/16 05:00:00 AM,4.207,,,,,,
460,2019/12/16 06:00:00 AM,4.207,,,,,,
461,2019/12/16 07:00:00 AM,4.207,,,,,,
462,2019/12/16 08:00:00 AM,4.207,,,,,,
463,2019/12/16 09:00:00 AM,4.207,,,,,,
464,2019/12/16 10:00:00 AM,4.207,,,,,,
465,2019/12/16 11:00:00 AM,4.207,,,,,,
466,2019/12/16 12:00:00 PM,4.207,,,,,,
467,2019/12/16 01:00:00 PM,4.207,,,,,,
468,2019/12/16 02:00:00 PM,4.207,,,,,,
469,2019/12/16 03:00:00 PM,4.207,,,,,,
470,2019/12/16 04:00:00 PM,4.207,,,,,,
471,2019/12/16 05:00:00 PM,4.207,,,,,,
472,2019/12/16 06:00:00 PM,4.207,,,,,,
473,2019/12/16 07:00:00 PM,4.207,,,,,,
474,2019/12/16 08:00:00 PM,4.207,,,,,,
475,2019/12/16 09:00:00 PM,4.207,,,,,,
476,2019/12/16 10:00:00 PM,4.207,,,,,,
477,2019/12/16 11:00:00 PM,4.207,,,,,,
478,2019/12/17 12:00:00 AM,4.207,,,,,,
479,2019/12/17 01:00:00 AM,4.207,,,,,,
480,2019/12/17 02:00:00 AM,4.207,,,,,,
481,2019/12/17 03:00:00 AM,4.207,,,,,,
482,2019/12/17 04:00:00 AM,4.207,,,,,,
483,2019/12/17 05:00:00 AM,4.207,,,,,,
484,2019/12/17 06:00:00 AM,4.207,,,,,,
485,2019/12/17 07:00:00 AM,4.207,,,,,,
486,2019/12/17 08:00:00 AM,4.207,,,,,,
